,Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl,License_type_cl,Location (Region),Location_state_cl,Year
3093,2015-01-07,48.4,,2018-01-06,0014/2015,Tin and Tungsten Mixed,Lir Mu Koh,ME2,2018-01-06,KYA (2),,,Large Scale,Mon,Mon,2014-15
3094,2014-07-02,49.5,,2017-07-01,0200/2014,Tin and Tungsten Mixed,"Laoi Mine Kan Co.,Ltd",ME2,2017-07-01,Laoi Mine Kan(1),,,Large Scale,Shan,Shan,2014-15
3095,2014-07-02,49.5,,2017-07-01,0201/2014,Tin and Tungsten Mixed,"Laoi Mine Kan Co.,Ltd",ME2,2017-07-01,Laoi Mine Kan(2),,,Large Scale,Shan,Shan,2014-15
3096,2014-07-02,49.5,,2017-07-01,0202/2014,Tin and Tungsten Mixed,"Laoi Mine Kan Co.,Ltd",ME2,2017-07-01,Laoi Mine Kan(3),,,Large Scale,Shan,Shan,2014-15
3097,2014-07-02,49.5,,2017-07-01,0203/2014,Tin and Tungsten Mixed,"Laoi Mine Kan Co.,Ltd",ME2,2017-07-01,Laoi Mine Kan(4),,,Large Scale,Shan,Shan,2014-15
3098,2014-07-02,49.5,,2017-07-01,0203/2014,Tin and Tungsten Mixed,"Laoi Mine Kan Co.,Ltd",ME2,2017-07-01,Laoi Mine Kan(4),,,Large Scale,Sagaing,Sagaing,2014-15
3099,2011-03-29,35.08,,2014-03-28,0347/2011,Tin and Tungsten Mixed,"Hoopoe Mining Co.,Ltd",ME2,2014-03-28,Mal Ke Chaung (1),,,Large Scale,Shan,Shan,2014-15
3100,2011-03-29,14.09,,2014-03-28,0348/2011,Tin and Tungsten Mixed,"Hoopoe Mining Co.,Ltd",ME2,2014-03-28,Mal Ke Chaung (2),,,Large Scale,Shan,Shan,2014-15
3101,,,20.0,2013-10-02,0168/2013,Gold,"Sea Sun Star Mining Production & Marketing Co., Ltd.",ME2,2015-10-01,Mine Khun,,,Small,Kachin,Kachin,2014-15
3102,,,20.0,2013-10-02,0169/2013,Gold,"Sea Sun Star Mining Production & Marketing Co., Ltd.",ME2,2015-10-01,Kaung Yar,,,Small,Kachin,Kachin,2014-15
3103,,,20.0,2013-10-02,0170/2013,Gold,"Sea Sun Star Mining Production & Marketing Co., Ltd.",ME2,2015-10-01,Kaung Yar,,,Small,Kachin,Kachin,2014-15
3104,,,20.0,2013-10-02,0173/2013,Gold,"Sea Sun Star Mining Production & Marketing Co., Ltd.",ME2,2015-10-01,DaLue,,,Small,Kachin,Kachin,2014-15
3105,,,20.0,2013-10-02,0173/2013,Gold,"Sea Sun Star Mining Production & Marketing Co., Ltd.",ME2,2015-10-01,DaLue,,,Small,Shan,Shan,2014-15
3106,,,20.0,2013-08-30,0173/2013,Gold,"Ngwe Taung Min Co., Ltd",ME2,2015-08-29,Nar Yaung,,,Small,Kachin,Kachin,2014-15
3107,,,20.0,2013-08-30,0173/2013,Gold,"Ngwe Taung Min Co., Ltd",ME2,2015-08-29,Nar Yaung,,,Small,Shan,Shan,2014-15
3108,,,20.0,2013-10-02,0174/2013,Gold,"Sea Sun Star Mining Production & Marketing Co., Ltd.",ME2,2015-10-01,DaLue,,,Small,Kachin,Kachin,2014-15
3109,,,20.0,2009-08-17,0112/2009,Gold,"Shwe Pyae Phyo Gold & Mining Co., Ltd",ME2,2015-08-16,Shin Bawe Yan,,,Small,Kachin,Kachin,2014-15
3110,,,20.0,2014-03-26,0117/2014,Gold,"Thiri Phyo Wai Co., Ltd",ME2,2016-03-25,Shin Bawe Yan,,,Small,Kachin,Kachin,2014-15
3111,,,20.0,2014-07-17,0208/2014,Gold,"Thiri Phyo Wai Co., Ltd",ME2,2015-07-16,Shin Bawe Yan,,,Small,Kachin,Kachin,2014-15
3112,,,20.0,2011-02-25,0192/2011,Gold,"San Lin International Ehport and Import Co.,Ltd",ME2,2016-02-24,Naung Chain,,,Small,Kachin,Kachin,2014-15
3113,,,20.0,2015-02-04,0050/2015,Gold,"San Lin International Ehport and Import Co.,Ltd",ME2,2016-02-03,Man daung,,,Small,Kachin,Kachin,2014-15
3114,,,20.0,2015-02-04,0051/2015,Gold,"San Lin International Ehport and Import Co.,Ltd",ME2,2016-02-03,Man daung,,,Small,Kachin,Kachin,2014-15
3115,,,20.0,2014-11-12,0274/2014,Gold,"Bu Yaung Family Co., Ltd",ME2,2015-11-11,Man daung,,,Small,Kachin,Kachin,2014-15
3116,,,12.0,2014-12-03,0285/2014,Gold,"Myanmar Academy International Co., Ltd",ME2,2015-12-02,Phon Tan Kaung,,,Small,Kachin,Kachin,2014-15
3117,,,20.0,2015-02-11,0056/2015,Gold,"Shwe Sune Thaike Co., Ltd",ME2,2016-02-10,Naung Chain,,,Small,Kachin,Kachin,2014-15
3118,,,20.0,2011-11-25,0379/2011,Gold,"Shwe Moe Thoon Aung Mining Co., Ltd",ME2,2015-11-24,Kar Due,,,Small,Kachin,Kachin,2014-15
3119,,,20.0,2014-09-17,0240/2014,Gold,"Kan Linn Thu Mining Co., Ltd",ME2,2015-09-16,Kar Due,,,Small,Kachin,Kachin,2014-15
3120,,,20.0,2012-08-20,0130/2012,Gold,"Lone Sein Mining Co., Ltd",ME2,2015-08-19,A Mat Kyi Kone,,,Small,Kachin,Kachin,2014-15
3121,,,20.0,2012-09-05,0168/2012,Gold,Gold Season Private Limited,ME2,2015-09-04,Shwe Nyain Chan,,,Small,Kachin,Kachin,2014-15
3122,,,20.0,2015-01-21,0022/2015,Gold,"Maha Shwe Zabuu Co., Ltd",ME2,2016-01-20,A Mat Kyi Kone,,,Small,Kachin,Kachin,2014-15
3123,,,20.0,2015-01-21,0020/2015,Gold,"Maha Shwe Zabuu Co., Ltd",ME2,2016-01-20,Si Khan Kyi,,,Small,Kachin,Kachin,2014-15
3124,,,20.0,2015-01-21,0021/2015,Gold,"Maha Shwe Zabuu Co., Ltd",ME2,2016-01-20,Si Khan Kyi,,,Small,Kachin,Kachin,2014-15
3125,,,20.0,2013-02-06,0037/2013,Gold,"Shwe Phyoe Kywe Mining Co., Ltd",ME2,2016-02-05,Naung Moe,,,Small,Kachin,Kachin,2014-15
3126,,,20.0,2010-08-27,0548/2010,Gold,"Htoo Ko Ko Co.,Ltd",ME2,2015-08-26,Sinn Khan,,,Small,Kachin,Kachin,2014-15
3127,,,20.0,2014-08-13,0233/2014,Gold,"Mega Jade Star Mining Co.,Ltd",ME2,2015-08-12,Sinn Khan,,,Small,Kachin,Kachin,2014-15
3128,,,19.0,2014-08-13,0234/2014,Gold,"Mega Jade Star Mining Co.,Ltd",ME2,2015-08-12,Sinn Khan,,,Small,Kachin,Kachin,2014-15
3129,,,,2014-12-24,0301/2014,Gold,National Prosperity Gold Production Group Limited,ME2,2015-12-23,Lone Khin,,,Small,Kachin,Kachin,2014-15
3130,,,20.0,2014-10-15,0265/2014,Gold,"Hlaing Aung Pwar Co.,Ltd",ME2,2015-10-14,Ka Nan Bown,,,Small,Kachin,Kachin,2014-15
3131,,,20.0,2015-02-18,0058/2015,Gold,"La Pyi Wun Gold Mining Co.,Ltd",ME2,2016-02-18,Lar Tar Kaw,,,Small,Kachin,Kachin,2014-15
3132,,,20.0,2008-07-03,0163/2008,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2015-07-02,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3133,,,20.0,2014-07-03,0164/2008,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2015-07-02,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3134,,,20.0,2008-07-03,0165/2008,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2015-07-02,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3135,,,20.0,2008-07-03,0166/2008,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2015-07-02,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3136,,,20.0,2008-07-03,0167/2008,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2015-07-02,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3137,,,20.0,2008-07-03,0168/2008,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2015-07-02,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3138,,,20.0,2009-10-09,0178/2009,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2015-10-08,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3139,,,20.0,2010-02-04,0038/2010,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2016-02-03,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3140,,,20.0,2010-10-20,0674/2010,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2015-10-19,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3141,,,20.0,2010-10-20,0675/2010,Gold,"Ruby Dragon Mining Co., Ltd",ME2,2015-10-19,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3142,,,20.0,2010-08-10,0524/2010,Gold,"Red Mountain Production co., Ltd.",ME2,2015-08-09,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3143,,,20.0,2010-08-10,0525/2010,Gold,"Red Mountain Production co., Ltd.",ME2,2015-08-09,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3144,,,20.0,2010-08-10,0526/2010,Gold,"Red Mountain Production co., Ltd.",ME2,2015-08-09,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3145,,,20.0,2010-05-14,0358/2010,Gold,"Red Mountain Production co., Ltd.",ME2,2015-05-13,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3146,,,20.0,2010-05-14,0359/2010,Gold,"Red Mountain Production co., Ltd.",ME2,2015-05-13,Taung Kone,,,Small,Sagaing,Sagaing,2014-15
3147,,,20.0,2009-11-13,0224/2009,Gold,"Etarnal Mining Co., Ltd",ME2,2015-11-12,Win Kyi,,,Small,Sagaing,Sagaing,2014-15
3148,,,20.0,2009-11-13,0225/2009,Gold,"Etarnal Mining Co., Ltd",ME2,2015-11-12,Win Kyi,,,Small,Sagaing,Sagaing,2014-15
3149,,,20.0,2009-11-13,0226/2009,Gold,"Etarnal Mining Co., Ltd",ME2,2015-11-12,Win Kyi,,,Small,Sagaing,Sagaing,2014-15
3150,,,20.0,2009-11-13,0227/2009,Gold,"Etarnal Mining Co., Ltd",ME2,2015-11-12,Win Kyi,,,Small,Sagaing,Sagaing,2014-15
3151,,,20.0,2012-08-20,0132/2012,Gold,"MCS Mining Co., Ltd",ME2,2015-08-19,Man Kyi Pin,,,Small,Sagaing,Sagaing,2014-15
3152,,,20.0,2012-08-30,0172/2012,Gold,"Khaing Ngu War Shwe Co.,Ltd",ME2,2015-08-29,Maw Khar,,,Small,Sagaing,Sagaing,2014-15
3153,,,20.0,2013-04-10,0079/2013,Gold,"ArKar Myint Manu facturing Co., Ltd",ME2,2015-04-09,Man Kyi Pin,,,Small,Sagaing,Sagaing,2014-15
3154,,,20.0,2014-01-08,0068/2014,Gold,"ArKar Myint Manu facturing Co., Ltd",ME2,2016-01-07,Man Kyi Pin,,,Small,Sagaing,Sagaing,2014-15
3155,,,20.0,2014-03-04,0102/2014,Gold,"Worm Pool Co., Ltd",ME2,2016-03-03,Maw Khar,,,Small,Sagaing,Sagaing,2014-15
3156,,,20.0,2014-05-14,0175/2014,Gold,"Asia Golden Light Mining Co., Ltd",ME2,2015-05-13,Nyaung Chae Htout,,,Small,Sagaing,Sagaing,2014-15
3157,,,20.0,2014-05-14,0176/2014,Gold,"Asia Golden Light Mining Co., Ltd",ME2,2015-05-13,Aoung Pin,,,Small,Sagaing,Sagaing,2014-15
3158,,,20.0,2014-10-01,0255/2015,Gold,"Asia Golden Light Mining Co., Ltd",ME2,2015-09-30,Nyaung Chae Htout,,,Small,Sagaing,Sagaing,2014-15
3159,,,20.0,2014-10-01,0256/2015,Gold,"Asia Golden Light Mining Co., Ltd",ME2,2015-09-30,Nyaung Chae Htout,,,Small,Sagaing,Sagaing,2014-15
3160,,,20.0,2014-09-17,0248/2014,Gold,"Myanmar Golden High Land Mining Co., Ltd",ME2,2015-09-16,Kyauk Pa Sat,,,Small,Sagaing,Sagaing,2014-15
3161,,,20.0,2014-09-17,0249/2014,Gold,"Myanmar Golden High Land Mining Co., Ltd",ME2,2015-09-16,Kyauk Pa Sat,,,Small,Sagaing,Sagaing,2014-15
3162,,,19.37,2015-01-07,0013/2015,Gold,"Worm Pool Co., Ltd",ME2,2016-01-06,Maw Khar,,,Small,Sagaing,Sagaing,2014-15
3163,,,20.0,2009-12-01,0288/2009,Gold,"Aye Aye Khaing Mining Co., Ltd.",ME2,2015-11-30,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3164,,,20.0,2009-12-01,0289/2009,Gold,"Aye Aye Khaing Mining Co., Ltd.",ME2,2015-11-30,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3165,,,20.0,2010-02-19,0145/2010,Gold,"Pyi Kaung Kyaw Mining Co.,Ltd",ME2,2016-02-18,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3166,,,20.0,2010-02-19,0146/2010,Gold,"Aung Hsu Myat Mining Co.,Ltd",ME2,2016-02-18,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3167,,,20.0,2010-02-19,0147/2010,Gold,"Su Htu Pan mining Co.,Ltd",ME2,2016-02-18,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3168,,,20.0,2010-02-19,0148/2010,Gold,"Kaung Mon Yadanar Mining co.,Ltd",ME2,2016-02-18,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3169,,,20.0,2010-02-19,0149/2010,Gold,"Shwe Tong Tong Mining Co.,Ltd",ME2,2016-02-18,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3170,,,20.0,2010-02-19,0178/2010,Gold,"Shwe Ngwe Moe Hlyan mining Co.,Ltd",ME2,2016-02-18,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3171,,,20.0,2010-04-09,0217/2010,Gold,"Khaing Shwe Hlyan Mining Co.,Ltd",ME2,2015-04-08,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3172,,,20.0,2010-04-09,0218/2010,Gold,"Khaing Shwe Hlyan Mining Co.,Ltd",ME2,2015-04-08,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3173,,,20.0,2010-04-09,0219/2010,Gold,"Pyi Kyaw Aung Htay Mining Co.,Ltd",ME2,2015-04-08,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3174,,,20.0,2010-04-09,0220/2010,Gold,"Pyi Kyaw Aung Htay Mining Co.,Ltd",ME2,2015-04-08,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3175,,,20.0,2010-07-06,0459/2010,Gold,"Skyward Co., Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3176,,,20.0,2010-07-06,0449/2010,Gold,"Swan Minn Htet Mining co., Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3177,,,20.0,2010-07-06,0450/2010,Gold,"Swan Minn Htet Mining co., Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3178,,,20.0,2010-07-06,0451/2010,Gold,"Swan Minn Htet Mining co., Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3179,,,20.0,2010-07-06,0452/2010,Gold,"Swan Minn Htet Mining co., Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3180,,,20.0,2010-07-06,0453/2010,Gold,"Swan Minn Htet Mining co., Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3181,,,20.0,2010-07-06,0454/2010,Gold,"Swan Yadanar Htay Mining Co.,Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3182,,,20.0,2010-07-06,0455/2010,Gold,"Swan Yadanar Htay Mining Co.,Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3183,,,20.0,2010-07-06,0456/2010,Gold,"Swan Yadanar Htay Mining Co.,Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3184,,,20.0,2010-07-06,0457/2010,Gold,"Swan Yadanar Htay Mining Co.,Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3185,,,20.0,2010-07-06,0458/2010,Gold,"Swan Yadanar Htay Mining Co.,Ltd",ME2,2015-07-05,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3186,,,20.0,2014-01-15,0027/2014,Gold,"Than Htite Shwe Sin Mining Co.,Ltd",ME2,2016-01-14,Nar Nant Htunt,,,Small,Sagaing,Sagaing,2014-15
3187,,,20.0,2013-01-30,0023/2013,Gold,"Ngwe Yung Linn Mining Co., Ltd",ME2,2016-01-29,Man Loung Pay Pin,,,Small,Sagaing,Sagaing,2014-15
3188,,,20.0,2013-07-12,0136/2013,Gold,"Aye Nyein DaNa Co., Ltd",ME2,2015-07-11,Man Kut,,,Small,Sagaing,Sagaing,2014-15
3189,,,20.0,2013-07-12,0137/2013,Gold,"Aye Nyein DaNa Co., Ltd",ME2,2015-07-11,Man Kut,,,Small,Sagaing,Sagaing,2014-15
3190,,,18.59,2014-04-02,0106/2014,Gold,"Shwe Taing Htar Nay Co.,",ME2,2015-04-01,Kyae Kaw Kyi,,,Small,Sagaing,Sagaing,2014-15
3191,,,20.0,2014-06-11,0189/2014,Gold,"Seven Two Seven Mining Co., Ltd",ME2,2015-06-10,Nar Nant Htunt,,,Small,Sagaing,Sagaing,2014-15
3192,,,20.0,2014-10-15,0263/2014,Gold,"Seven Two Seven Mining Co., Ltd",ME2,2015-10-14,Min Kone,,,Small,Sagaing,Sagaing,2014-15
3193,,,20.0,2014-10-15,0264/2014,Gold,"Seven Two Seven Mining Co., Ltd",ME2,2015-10-14,Kho Nan,,,Small,Sagaing,Sagaing,2014-15
3194,,,20.0,2014-09-03,0238/2014,Gold,"Shwe Linn Aung Co., Ltd",ME2,2015-09-02,Man Loung Pay Pin,,,Small,Sagaing,Sagaing,2014-15
3195,,,20.0,2014-09-17,0245/2014,Gold,"Shwe Ni Hla Co., Ltd",ME2,2015-09-16,Man Inn Min Kone,,,Small,Sagaing,Sagaing,2014-15
3196,,,20.0,2014-09-17,0246/2014,Gold,"Shwe Ni Hla Co., Ltd",ME2,2015-09-16,Man Inn Min Kone,,,Small,Sagaing,Sagaing,2014-15
3197,,,20.0,2014-09-17,0244/2014,Gold,"Hein Hein Than Co., Ltd",ME2,2015-09-16,Man Inn Min Kone,,,Small,Sagaing,Sagaing,2014-15
3198,,,20.0,2014-10-15,0268/2014,Gold,"Shwe Win Aung Aung Co., Ltd",ME2,2015-10-14,Nar Nant Htunt,,,Small,Sagaing,Sagaing,2014-15
3199,,,20.0,2014-11-26,0279/2014,Gold,"Agga Yadanar Mining Co., Ltd",ME2,2015-11-25,Lawe Net Kyi,,,Small,Sagaing,Sagaing,2014-15
3200,,,20.0,2014-11-26,0280/2014,Gold,"Agga Yadanar Mining Co., Ltd",ME2,2015-11-25,Lawe Net Kyi,,,Small,Sagaing,Sagaing,2014-15
3201,,,20.0,2014-11-26,0281/2014,Gold,"Agga Yadanar Mining Co., Ltd",ME2,2015-11-25,Lawe Net Kyi,,,Small,Sagaing,Sagaing,2014-15
3202,,,20.0,2014-12-24,0299/2014,Gold,"Shwe Oh Si Mining Co., Ltd",ME2,2015-12-23,Nan Mar,,,Small,Sagaing,Sagaing,2014-15
3203,,,20.0,2014-11-12,0273/2014,Gold,"Aung Pyae Thar Mining Co., Ltd",ME2,2015-11-11,Sone Taw,,,Small,Sagaing,Sagaing,2014-15
3204,,,20.0,2014-12-17,0294/2014,Gold,"Shwe Se Toe Mining Co., Ltd",ME2,2015-12-16,Nar Nant Htunt,,,Small,Sagaing,Sagaing,2014-15
3205,,,18.6,2014-12-17,0291/2014,Gold,"Shwe Let Well thonenaya Mining Co., Ltd",ME2,2015-12-16,Nan Mar,,,Small,Sagaing,Sagaing,2014-15
3206,,,18.6,2014-12-17,0292/2014,Gold,"Shwe Let Well thonenaya Mining Co., Ltd",ME2,2015-12-16,Nan Mar,,,Small,Sagaing,Sagaing,2014-15
3207,,,20.0,2009-12-01,0292/2009,Gold,"Shwe Htay Bamar Mining Co., Ltd",ME2,2015-11-30,Man Loung Pay Pin,,,Small,Sagaing,Sagaing,2014-15
3208,,,20.0,2015-02-11,0055/2015,Gold,"Shwe Twin Gyi Mining Co., Ltd",ME2,2016-02-10,Man Inn Min Kone,,,Small,Sagaing,Sagaing,2014-15
3209,,,20.0,2015-01-07,0011/2015,Gold,"Tan Chu Shin Mining Co., Ltd",ME2,2016-01-06,Nar Nant Htunt,,,Small,Sagaing,Sagaing,2014-15
3210,,,20.0,2015-03-12,0067/2015,Gold,"Min Win Soe Mining Co.,Ltd",ME2,2016-03-11,Man Inn Min Kone,,,Small,Sagaing,Sagaing,2014-15
3211,,,20.0,2015-03-12,0068/2015,Gold,"Shwe Hein San Family Co., Ltd",ME2,2016-03-11,Man Inn Min Kone,,,Small,Sagaing,Sagaing,2014-15
3212,,,20.0,2009-11-13,0234/2009,Gold,"Young International Mining Co.,Ltd",ME2,2015-11-12,Man Loung Pay Pin,,,Small,Sagaing,Sagaing,2014-15
3213,,,20.0,2009-11-13,0236/2009,Gold,"Young International Mining Co.,Ltd",ME2,2015-11-12,Man Loung Pay Pin,,,Small,Sagaing,Sagaing,2014-15
3214,,,20.0,2012-10-02,0191/2012,Gold,"Ko Lay Naung Co.,Ltd",ME2,2015-10-01,Man Loung Pay Pin,,,Small,Sagaing,Sagaing,2014-15
3215,,,20.0,2010-07-06,0465/2010,Gold,"San Shwe Pyi Mining ProductionCo., Ltd",ME2,2015-07-05,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3216,,,20.0,2010-07-06,0466/2010,Gold,"San Shwe Pyi Mining ProductionCo., Ltd",ME2,2015-07-05,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3217,,,20.0,2014-01-22,0052/2014,Gold,"Mya Theingi Mineral Production Co., Ltd",ME2,2016-01-21,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3218,,,20.0,2014-01-22,0053/2014,Gold,"Mya Theingi Mineral Production Co., Ltd",ME2,2016-01-21,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3219,,,20.0,2015-01-21,0024/2015,Gold,"Mya Theingi Mineral Production Co., Ltd",ME2,2016-01-20,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3220,,,20.0,2014-05-28,0062/2014,Gold,"Pi Naung Tai Co., Ltd",ME2,2015-05-27,loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3221,,,20.0,2012-06-21,0118/2012,Gold,"Sein Mya Lwin Mining Co., Ltd",ME2,2015-06-20,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3222,,,20.0,2010-12-24,0849/2010,Gold,"Sein Mya Lwin Mining Co., Ltd",ME2,2015-12-23,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3223,,,20.0,2011-03-24,0293/2011,Gold,"Aung Tie San Mining Co., Ltd",ME2,2016-03-23,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3224,,,20.0,2012-08-30,0174/2012,Gold,"Aung Tie San Mining Co., Ltd",ME2,2015-08-29,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3225,,,20.0,2014-03-26,0217/2014,Gold,"Golden Moon Light Co.,:Ltd",ME2,2015-03-25,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3226,,,20.0,2014-03-26,0218/2014,Gold,"Golden Moon Light Co.,:Ltd",ME2,2015-03-25,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3227,,,20.0,2014-04-02,0130/2014,Gold,"Golden Valley International Development Co.,Ltd",ME2,2015-04-01,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3228,,,20.0,2014-03-26,0129/2014,Gold,"Golden Valley International Development Co.,Ltd",ME2,2015-03-25,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3229,,,20.0,2015-02-04,0046/2015,Gold,"Golden Valley International Development Co.,Ltd",ME2,2016-02-03,Naung Taw,,,Small,Sagaing,Sagaing,2014-15
3230,,,20.0,2015-02-04,0047/2015,Gold,"Golden Valley International Development Co.,Ltd",ME2,2016-02-03,Naung Taw,,,Small,Sagaing,Sagaing,2014-15
3231,,,20.0,2015-02-04,0048/2015,Gold,"Golden Valley International Development Co.,Ltd",ME2,2016-02-03,Naung Taw,,,Small,Sagaing,Sagaing,2014-15
3232,,,20.0,2015-02-04,0049/2015,Gold,"Golden Valley International Development Co.,Ltd",ME2,2016-02-03,Naung Taw,,,Small,Sagaing,Sagaing,2014-15
3233,,,20.0,2014-10-09,0258/2014,Gold,"Shwe Kyar San Co., Ltd",ME2,2015-10-08,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3234,,,20.0,2013-12-28,0005/2013,Gold,"Shwe Kyar San Co., Ltd",ME2,2015-12-27,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3235,,,20.0,2014-05-28,0160/2014,Gold,"Aung Pyae Pyae Phyo Co.,Ltd",ME2,2015-05-27,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3236,,,20.0,2013-03-13,0058/2013,Gold,"Shinn Thant Aung Myin Mining Co., Ltd",ME2,2016-03-12,Htain Kone,,,Small,Sagaing,Sagaing,2014-15
3237,,,20.0,2013-03-13,0067/2014,Gold,"Shinn Thant Aung Myin Mining Co., Ltd",ME2,2016-03-12,Htain Kone,,,Small,Sagaing,Sagaing,2014-15
3238,,,20.0,2014-08-19,0222/2014,Gold,"Shinn Thant Aung Myin Mining Co., Ltd",ME2,2015-08-18,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3239,,,20.0,2014-10-09,0259/2014,Gold,"Shinn Thant Aung Myin Mining Co., Ltd",ME2,2015-10-08,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3240,,,20.0,2013-04-22,0070/2013,Gold,"Natural Gold Mining & Production Co., Ltd",ME2,2015-04-21,Ole Bo Ka Tout,,,Small,Sagaing,Sagaing,2014-15
3241,,,20.0,2014-04-23,0133/2014,Gold,"Natural Gold Mining & Production Co., Ltd",ME2,2015-04-22,Kyun Kone,,,Small,Sagaing,Sagaing,2014-15
3242,,,15.0,2013-07-12,0148/2013,Gold,"Shwe Ma Haw Mining Co., Ltd",ME2,2015-07-11,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3243,,,20.0,2014-09-17,0241/2014,Gold,"Shwe Ma Haw Mining Co., Ltd",ME2,2015-09-16,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3244,,,20.0,2013-07-30,0144/2013,Gold,"Southern Banner Co., Ltd",ME2,2015-07-29,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3245,,,20.0,2013-07-30,0145/2013,Gold,"Southern Banner Co., Ltd",ME2,2015-07-29,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3246,,,20.0,2014-06-18,0197/2014,Gold,"Shwe Min Gyi Mining Co.,Ltd",ME2,2015-06-17,Mann Hone,,,Small,Sagaing,Sagaing,2014-15
3247,,,20.0,2014-08-27,0236/2014,Gold,"Shwe Min Gyi Mining Co.,Ltd",ME2,2015-08-26,Mann Hone,,,Small,Sagaing,Sagaing,2014-15
3248,,,20.0,2015-01-28,0025/2015,Gold,"Shwe Min Gyi Mining Co.,Ltd",ME2,2016-01-27,Naung Taw,,,Small,Sagaing,Sagaing,2014-15
