Code/Ref,Company_Name_cl,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,Location_working 4,Coordinates of the license area,Column 10
151/2015,"Shwe Myae Di Pa Co.,Ltd",Exploration,25.11.2015,2015-01-25,24.11.2016,2016-11-24,Coal,Coal,0.209,0.209,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(030242 ,035242 ,035237  ,030237)",
152/2015,"Shwe Myae Di Pa Co.,Ltd",Exploration,25.11.2015,2015-01-25,24.11.2016,2016-11-24,Coal,Coal,0.209,0.209,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(036242 ,041242 ,041237 ,036237)",
153/2015,"New Dawn Co.,Ltd",Exploration,25.11.2015,2015-01-25,24.11.2016,2016-11-24,Marble,Marble,0.0809,0.0809,"Mandalay,Myittar,Ngwar Ku Gyi",Mandalay,Myittar,Ngwar Ku Gyi,,"93C/7(809816, 814816 ,814814 ,809814)",
 002/2016,"Thu Ka Pan Thu Co.,Ltd",Exploration,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Coal,Coal,0.1505,0.1505,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(037315, 040316,043308, 040307)",
 003/2016,"Thu Ka Pan Thu Co.,Ltd",Exploration,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Coal,Coal,0.1003,0.1003,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(988293, 898290, 985289)",
 004/2016,"Thu Ka Pan Thu Co.,Ltd",Exploration,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Coal,Coal,0.0585,0.0585,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(909290, 992290 ,991288, 988288)",
 005/2016,"Thu Ka Pan Thu Co.,Ltd",Exploration,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Coal,Coal,0.0711,0.0711,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(993294 ,995296, 997288)",
 006/2016,"Thu Ka Pan Thu Co.,Ltd",Exploration,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Coal,Coal,0.2007,0.2007,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(991288, 993288, 994284 ,996284 ,997281 ,993279)",
017/2016,Max Myanmar,Exploration,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Coal,Coal,0.6615,0.6615,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(973328 ,977333, 986322 ,983318)",
018/2016,Max Myanmar,Exploration,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Coal,Coal,0.0608,0.0608,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(990336, 991337 ,994335, 993333 )",
019/2016,Max Myanmar,Exploration,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Coal,Coal,0.2341,0.2341,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(989321 ,990329, 993327 ,992319",
020/2016,Max Myanmar,Exploration,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Coal,Coal,0.7525,0.7525,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(974314, 980320 ,987310 ,983305)",
021/2016,Max Myanmar,Exploration,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Coal,Coal,0.1944,0.1944,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(989320 ,992318 ,992307 ,991306)",
022/2016,Max Myanmar,Exploration,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Coal,Coal,0.5769,0.5769,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(977290, 982293 ,988280, 984278)",
023/2016,Max Myanmar,Exploration,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Coal,Coal,0.9942,0.9942,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(983265, 990270, 993263 ,995255 ,985254)",
024/2016,Max Myanmar,Exploration,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Coal,Coal,0.7608,0.7608,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/5+9(995205, 002207, 004202, 009194 ,003192)",
025/2016,Max Myanmar,Exploration,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Coal,Coal,0.347,0.347,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D5+9(011195 ,016198 ,020192, 018188)",
026/2016,Linn Shwe Zin,Exploration,3.2.2016,2016-01-03,2.2.2017,2017-02-02,Limestone,Limestone,0.0809,0.0809,"Mandalay,Myittar,Wout Lae Taw 
Taung",Mandalay,Myittar,"Wout Lae Taw 
Taung",,"93C/7(809826 ,812826 ,812822 ,809822)",
030/2016,"Shwe Taung Mining Co.,Ltd",Exploration,10.2.2016,2016-01-10,9.2.2017,2017-02-09,Clay,Clay,0.6677,0.6677,"Mandalay,ThaZi,Ku Pyin",Mandalay,ThaZi,Ku Pyin,,"93D/5(882304 ,889305, 888292, 882292)",
0014/2016,"Mandalay Smile Co.,Ltd",Exploration,17.2.2016,2016-01-17,16.2.2017,2017-02-16,Copper,Copper,0.0376,0.0376,"Mandalay,Kyaukse,Baw Taung",Mandalay,Kyaukse,Baw Taung,,"93D/6(833279, 833277 ,835276 ,835277 ,834277 ,834278, 836279)",
031/2016,"ALT Co.,Ltd",Exploration,10.2.2016,2016-01-10,9.2.2017,2017-02-09,Limestone,Limestone,0.9197,0.9197,"Mandalay,Tapatekyint, Thaung Pwat",Mandalay,Tapatekyint, Thaung Pwat,,"93A/6(891050, 901050 ,901039, 891039 )",
032/2016,"ALT Co.,Ltd",Exploration,10.2.2016,2016-01-10,9.2.2017,2017-02-09,Limestone,Limestone,0.4096,0.4096,"Mandalay,Kyaukse,Ngwa Lae Kyout",Mandalay,Kyaukse,Ngwa Lae Kyout,,"93C/6(774200 ,780200 ,780196 ,777192, 773192, 772194, 774198)",
033/2016,"Mandalay Resources Co.,Ltd",Exploration,17.2.2016,2016-01-17,16.2.2017,2017-02-16,Coal,Coal,0.1626,0.1626,"Mandalay,ThaZi,Kyat Sa Khan",Mandalay,ThaZi,Kyat Sa Khan,,"93D/9(022215, 025216, 028212, 0252009)",
 0005/2016,Ruby Dragon,Exploration,16.2.2016,2016-01-16,15.2.2020,2020-02-15,Gold & Associated,Gold and Associated,8.0939,8.0939,"Mandalay,Yamethin, Paung Laung",Mandalay,Yamethin, Paung Laung,,"93D/6+7(960908, 963908, 963870, 962870, 979801, 972800 ,972793 ,975780 ,978772 ,969771, 969760, 974720 ,970720 ,970730 ,963730, 963770, 970772 ,970830 ,960830)",
 0002/2014,Asia Mining Limited,Exploration,26.9.2015,2015-01-26,25.9.2016,2016-09-25,Heavy Sand,Heavy Sand,13.0,13.0,"Mon,Chaung Sone,Wal Ga Laung",Mon,Chaung Sone,Wal Ga Laung,,"94 H/ 8+11+12 - (030725, 059732, 091685, 079659)",
 0003/2014,Asia Mining Limited,Exploration,26.9.2015,2015-01-26,25.9.2016,2016-09-25,Heavy Sand,Heavy Sand,38.0,38.0,"Mon,Chaung Sone,Wal Ga Laung",Mon,Chaung Sone,Wal Ga Laung,,"95 E/ 8+13 - (298205, 330204, 336190, 338175, 342149, 363138, 371122, 342113, 310113, 310181) ",
 0004/2014,Asia Mining Limited,Exploration,26.9.2015,2015-01-26,25.9.2016,2016-09-25,Heavy Sand,Heavy Sand,2.4,2.4,"Mon,Chaung Sone,Wal Ga Laung",Mon,Chaung Sone,Wal Ga Laung,,"95 E/9 - (239309, 257302, 239319, 253299, 245319, 255293, 251309, 245301)",
0160/2014,"Bio Green Co.,Ltd",Exploration,12.11.2015,2015-01-12,11.11.2016,2016-11-11,Antimony,Antimony,0.1619,0.1619,"Mon, Paung,Katite",Mon, Paung,Katite,,"94H/5(029348, 931349 ,035343, 032342)",
0040/2015,"Phyu Min Htun Co.,Ltd",Exploration,22.4.2016,2016-01-22,21.4.2017,2017-04-21,Limestone,Limestone,3.792,3.792,"Mon,Tahtone,Min Lwin Taung",Mon,Tahtone,Min Lwin Taung,,"94G/8(022725, 032730, 032732, 038735 ,046729 ,044726 ,046720, 044716, 049716, 053700 ,049698, 040704 ,036710)",
 0007/2016,"AUM Co.,Ltd",Exploration,13.1.2016,2016-01-13,12.1.2017,2017-01-12,Heavy Sand & Assoicated,Heavy Sand and Associated,0.1736,0.1736,"Mon,Belin,Khone Nyin New",Mon,Belin,Khone Nyin New,,"94G/3(745018 ,746018, 746016 ,741009 ,739005 ,738004 ,738002, 737002, 737005 ,740009 ,741011 ,742011, 742013, 743013 745016)",
0123/2015,"Yae Myae Shin Co.,Ltd",Exploration,18.11.2015,2015-01-18,17.11.2016,2016-11-17,Heavy Sand ,Heavy Sand,0.2006,0.2006,"Yakhin,Yathae Taung,Man Gyi Chaung",Rakhine,Yathae Taung,Man Gyi Chaung,,"84D/11(710769, 711769, 711753, 709753)",
0124/2015,"Yae Myae Shin Co.,Ltd",Exploration,18.11.2015,2015-01-18,17.11.2016,2016-11-17,Heavy Sand ,Heavy Sand,0.2006,0.2006,"Yakhin,Yathae Taung,Man Gyi Chaung",Rakhine,Yathae Taung,Man Gyi Chaung,,"84D/11(714721 ,726721, 726709, 723709)",
0125/2015,"Yae Myae Shin Co.,Ltd",Exploration,18.11.2015,2015-01-18,17.11.2016,2016-11-17,Heavy Sand ,Heavy Sand,0.2006,0.2006,"Yakhin,Yathae Taung,Man Gyi Chaung",Rakhine,Yathae Taung,Man Gyi Chaung,,"84D/11(719708, 727708, 727705, 719705)",
0228/2013,"Good Plus Star Co.,Ltd",Exploration,12.1.2015,2015-01-12,11.1.2016,2016-01-11,Lead & Associated,Lead and Associated,0.1376,0.1376,"Shan(S),Kalaw,Baw Saing",Shan,Kalaw,Baw Saing,,"93 C/16 - (409471, 411471, 414468, 414468, 409467)",
0229/2013,"Good Plus Star Co.,Ltd",Exploration,12.1.2015,2015-01-12,11.1.2016,2016-01-11,Lead & Associated,Lead and Associated,0.1538,0.1538,"Shan(S),Kalaw,Baw Saing",Shan,Kalaw,Baw Saing,,"93 C/ - (408466, 414466, 414464, 409464)",
0232/2013,"Southern Shan Mining Co.,Ltd",Exploration,18.1.2015,2015-01-18,17.1.2016,2016-01-17,Lead & Associated,Lead and Associated,0.2003,0.2003,"Shan(S),Kalaw,Baw Saing",Shan,Kalaw,Baw Saing,,"93D/13(362487, 366486 ,368490, 364492)",
0296/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,30.10.2015,2015-01-30,29.10.2016,2016-10-29,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S), Pinlaung,Thapyaekone",Shan, Pinlaung,Thapyaekone,,"94 A/ 9 - (988132, 992132, 992126, 998126)",
0297/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,30.10.2015,2015-01-30,29.10.2016,2016-10-29,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S), Pinlaung,Thapyaekone",Shan, Pinlaung,Thapyaekone,,"94 A/ 9 - (993121, 998132, 998126, 993126)",
0313/2013,"Kaung Tan Mining Co.,Ltd",Exploration,26.11.2015,2015-01-26,25.11.2016,2016-11-25,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S), Pinlaung,Thapyaekone",Shan, Pinlaung,Thapyaekone,,"94 A/9 - (998117, 002117, 002112, 998112)",
0314/2013,"Kaung Tan Mining Co.,Ltd",Exploration,26.11.2015,2015-01-26,25.11.2016,2016-11-25,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S), Pinlaung,Thapyaekone",Shan, Pinlaung,Thapyaekone,,"94 A/9 - (012108, 016108, 016102, 012102)",
0315/2013,"Kaung Tan Mining Co.,Ltd",Exploration,26.11.2015,2015-01-26,25.11.2016,2016-11-25,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S), Pinlaung,Thapyaekone",Shan, Pinlaung,Thapyaekone,,"94 A/9 - (018112, 022112, 022106, 018106)",
0316/2013,"Zabu Nagar Mining Co.,Ltd",Exploration,26.11.2015,2015-01-26,25.11.2016,2016-11-25,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S),Pinlaung,Taung Kya",Shan,Pinlaung,Taung Kya,,"94A/9(998111 ,002111 ,002105, 998105)",
0317/2013,"Zabu Nagar Mining Co.,Ltd",Exploration,26.11.2015,2015-01-26,25.11.2016,2016-11-25,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S),Pinlaung,Taung Kya",Shan,Pinlaung,Taung Kya,,"94A/9(007111, 011111, 011105 ,007105)",
0016/2014,Shwe Young Myae Toe Shout Lan Kying,Exploration,5.2.2016,2016-01-05,4.2.2017,2017-02-04,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Sangal",Shan,Hopong,Sangal,,"93H/5M(951186, 956186, 956181 ,951181)",
0017/2014,Shwe Young Myae Toe Shout Lan Kying,Exploration,5.2.2016,2016-01-05,4.2.2017,2017-02-04,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong, Sangal",Shan,Hopong, Sangal,,"93H/5M(951180, 956180, 956175, 951175)",
0018/2014,Shwe Young Myae Toe Shout Lan Kying,Exploration,5.2.2016,2016-01-05,4.2.2017,2017-02-04,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong, Sangal",Shan,Hopong, Sangal,,"93 H/5 - (951186, 966168, 966163, 961163)",
0019/2014,Shwe Young Myae Toe Shout Lan Kying,Exploration,5.2.2016,2016-01-05,4.2.2017,2017-02-04,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong, Sangal",Shan,Hopong, Sangal,,"93G/8M(880480 ,885480 ,885475 ,880475)",
0020/2014,Shwe Young Myae Toe Shout Lan Kying,Exploration,5.2.2016,2016-01-05,4.2.2017,2017-02-04,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong, Sangal",Shan,Hopong, Sangal,,"93G/8M(885480 ,890480 ,890475 ,885475)",
0021/2014,Shwe Young Myae Toe Shout Lan Kying,Exploration,5.2.2016,2016-01-05,4.2.2017,2017-02-04,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong, Sangal",Shan,Hopong, Sangal,,"93G/8M(880475, 885475, 885470 ,880470)",
0022/2014,Shwe Young Myae Toe Shout Lan Kying,Exploration,5.2.2016,2016-01-05,4.2.2017,2017-02-04,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong, Sangal",Shan,Hopong, Sangal,,"93G/8M(885475 ,890475, 890470 ,885470)",
0108/2014,"Nay Young Kabar Co.,Ltd",Exploration,28.5.2015,2015-01-28,27.5.2016,2016-05-27,Lead & Associated,Lead and Associated,0.2003,0.2003,"Shan(S),Yengan,Dotehtoeyae",Shan,Yengan,Dotehtoeyae,,"93C/7 LM(883923,887923,883918,888917)",
0109/2014,"Nay Young Kabar Co.,Ltd",Exploration,28.5.2015,2015-01-28,27.5.2016,2016-05-27,Lead & Associated,Lead and Associated,0.2003,0.2003,"Shan(S),Yengan,Dotehtoeyae",Shan,Yengan,Dotehtoeyae,,"93C/7LM( 891925,895925,892918,896918)",
0110/2014,"Nay Young Kabar Co.,Ltd",Exploration,28.5.2015,2015-01-28,27.5.2016,2016-05-27,Lead & Associated,Lead and Associated,0.2003,0.2003,"Shan(S),Yengan,Dotehtoeyae",Shan,Yengan,Dotehtoeyae,,"93C/7LM (886904,891904,887899,891899)",
0027/2014,"Shaing One Mining Co.,Ltd",Exploration,11.6.2015,2015-01-11,10.6.2016,2016-06-10,Coal,Coal,0.2003,0.2003,"Shan(S),Kyathi,Khonemix",Shan,Kyathi,Khonemix,,"93 G/13 - (653635, 657635, 657630, 653630)",
0028/2014,"Shaing One Mining Co.,Ltd",Exploration,11.6.2015,2015-01-11,10.6.2016,2016-06-10,Coal,Coal,0.2003,0.2003,"Shan(S),Kyathi,Khonemix",Shan,Kyathi,Khonemix,,"93 G/13 - (650628, 653625, 650622, 647624)",
0122/2014,"Nay Young Kabar Co.,Ltd",Exploration,30.7.2015,2015-01-30,29.7.2016,2016-07-29,Lead & Associated,Lead and Associated,0.2003,0.2003,"Shan(S),Yengan, Sakangyi",Shan,Yengan, Sakangyi,,"93C/7LM(884917, 888917, 883912 ,888912)",
0123/2014,"Pyae Shan Paing Mining Co.,Ltd",Exploration,6.8.2015,2015-01-06,5.8.2016,2016-08-05,Lead,Lead,0.2003,0.2003,"Shan(S),Kalaw, Baw Saing",Shan,Kalaw, Baw Saing,,"93 D/13 - (387442, 391442, 391437, 387437)",
0131/2014,"Shwe Tite Aung Mining Co.,Ltd",Exploration,10.9.2015,2015-01-10,9.9.2016,2016-09-09,Lead,Lead,0.2003,0.2003,"Shan(S),Kalaw,Dotehtoeyae",Shan,Kalaw,Dotehtoeyae,,"93C/7L(898813 ,903816 ,905812 ,900810)",
0132/2014,"Shwe Tite Aung Mining Co.,Ltd",Exploration,10.9.2015,2015-01-10,9.9.2016,2016-09-09,Lead,Lead,0.2003,0.2003,"Shan(S),Yengan,Dotehtoeyae",Shan,Yengan,Dotehtoeyae,,"93C/7L(900809 ,905811, 906806 ,901805)",
0149/2014,"Htee Day Star Co.,Ltd",Exploration,9.10.2015,2015-01-09,8.10.2016,2016-10-08,Lead,Lead,0.2003,0.2003,"Shan(S),Moutmal,kadogyi",Shan,Moutmal,kadogyi,,"94E/9LF(264046, 296046, 269041, 264041)",
 0008/2015,"Hein Myittar Mining Co.,Ltd",Exploration,15.1.2015,2015-01-15,14.1.2017,2017-01-14,Coal,Coal,1.4245,1.4245,"Shan(S),Minekyine,owanlawe",Shan,Minekyine,owanlawe,,"93G/10H(226130 ,234130 ,232128, 234126 ,237126, 237130, 245130, 245120 ,226120)",
 009/2015,San Pya Industrial Enterprise,Exploration,21.1.2015,2015-01-21,20.1.2016,2016-01-20,Barite,Baryte,0.17,0.17,"Shan(S),Yengan,Dotehtoeyae",Shan,Yengan,Dotehtoeyae,,"93D/7L(885890 ,88890, 888883 ,885883)",
 010/2015,San Pya Industrial Enterprise,Exploration,21.1.2015,2015-01-21,20.1.2016,2016-01-20,Barite,Baryte,0.1036,0.1036,"Shan(S),Yengan,Dotehtoeyae",Shan,Yengan,Dotehtoeyae,,"93C/7L(893882 ,896882 ,896878, 893878)",
 011/2015,San Pya Industrial Enterprise,Exploration,21.1.2015,2015-01-21,20.1.2016,2016-01-20,Barite,Baryte,0.0732,0.0732,"Shan(S),Yengan,Dotehtoeyae",Shan,Yengan,Dotehtoeyae,,"93C/12M(069699 ,072698 ,071695 ,069695)",
 0010/2015,"Ma Li Ka Yadanar Co.,Ltd",Exploration,21.1.2015,2015-01-21,20.1.2016,2016-01-20,Lead,Lead,0.2023,0.2023,"Shan(S),Kalaw,Baw Saing",Shan,Kalaw,Baw Saing,,"93D/13LM(330353,337353,337350,338350)",
044/2015,"Ngwe Yi Pearl Mining Co.,Ltd",Exploration,26.2.2015,2015-01-26,25.2.2017,2017-02-25,Coal,Coal,0.4047,0.4047,"Shan(S),lai lin,Minekhyine",Shan,lai lin,Minekhyine,,"93F/8H(149672,152668,143660,140664)",
0042/2015,"Htoo International Industry Co.,Ltd",Exploration,26.2.2015,2015-01-26,25.2.2017,2017-02-25,Gypsum,Gypsum,0.5017,0.5017,"Shan(S),Maukmal,Nanlut",Shan,Maukmal,Nanlut,,"93H/12F(357383, 357373, 363373, 363383)",
0043/2015,"Htoo International Industry Co.,Ltd",Exploration,26.2.2015,2015-01-26,25.2.2017,2017-02-25,Gypsum,Gypsum,0.5017,0.5017,"Shan(S),Maukmal,Nanlut",Shan,Maukmal,Nanlut,,"93H/12F(400435, 400420, 403420 ,403435)",
0046/2015,"Shan Kyar Minn Mining Co.,Ltd",Exploration,5.3.2015,2015-01-05,4.3.2016,2016-03-04,Coal,Coal,0.2003,0.2003,"Shan(S),Pinlone,Naungline",Shan,Pinlone,Naungline,,"93G/12N(205629 ,202631 ,206637 ,209635)",
0047/2015,"Shan Kyar Minn Mining Co.,Ltd",Exploration,5.3.2015,2015-01-05,4.3.2016,2016-03-04,Coal,Coal,0.2003,0.2003,"Shan(S),Pinlone,Naungline",Shan,Pinlone,Naungline,,"93G/12N(211628 ,214628, 214620 ,211620) ",
0024/2015,"Mahar Ta Kon Co., Ltd",Exploration,26.2.2015,2015-01-26,25.2.2016,2016-02-25,Tin & Tungsten Associated ,Tin and Tungsten Associated,0.2023,0.2023,"Shan(S),Pekon,Thikyeit",Shan,Pekon,Thikyeit,,"93A/10W (136820,140820,140814,136814)",
0025/2015,"Mahar Ta Kon Co., Ltd",Exploration,26.2.2015,2015-01-26,25.2.2016,2016-02-25,Tin & Tungsten Associated ,Tin and Tungsten Associated,0.2023,0.2023,"Shan(S),Pekon,Thikyeit",Shan,Pekon,Thikyeit,,"94A/10W(142830,146830,146824,142824)",
0021/2015,"Shwe Lar Taung Co., Ltd",Exploration,11.2.2015,2015-01-11,10.2.2016,2016-02-10,Lead,Lead,0.1659,0.1659,"Shan(S),Yengan,Alae Chaung",Shan,Yengan,Alae Chaung,,"93C/9LM(101451, 105451, 105445, 101445)",
0022/2015,"Shwe Lar Taung Co., Ltd",Exploration,11.2.2015,2015-01-11,10.2.2016,2016-02-10,Lead,Lead,0.1012,0.1012,"Shan(S),Yengan,Alae Chaung",Shan,Yengan,Alae Chaung,,"93C/9LM(106451,109451,109444,106444)",
0023/2015,"Tay Char Thaw Co.,Ltd",Exploration,26.2.2016,2016-01-26,25.2.2017,2017-02-25,Antimony,Antimony,0.0753,0.0753,"Shan(S),Pintaya,Taungporgyi",Shan,Pintaya,Taungporgyi,,"93D/9LM(159426, 158428, 154428, 154426)",
049/2015,"Eden Energy & Natural Resource Co.,Ltd",Exploration,1.4.2016,2016-01-01,31.3.2017,2017-03-31,Barite,Baryte,0.0506,0.0506,"Shan(S),Yengan,Dotehtoeyae",Shan,Yengan,Dotehtoeyae,,"93C/7L(887864 ,889864 ,889861, 887861)",
050/2015,"Eden Energy & Natural Resource Co.,Ltd",Exploration,1.4.2016,2016-01-01,31.3.2017,2017-03-31,Barite,Baryte,0.0506,0.0506,"Shan(S),Yengan,Dotehtoeyae",Shan,Yengan,Dotehtoeyae,,"93C/7L(877970,879970,879967,877967)",
0037/2015,"Asia Rock & Mining Co.,Ltd",Exploration,1.4.2015,2015-01-01,31.3.2016,2016-03-31,Tin & Tungsten Associated ,Tin and Tungsten Associated,0.2003,0.2003,"Shan(S),Kalaw,Chaungnepout",Shan,Kalaw,Chaungnepout,,"93D/14LR(391990,397990,397986,391986)",
0031/2015,"WaNa & Son Mining Co.,Ltd",Exploration,5.3.2016,2016-01-05,4.3.2017,2017-03-04,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Pounglinn",Shan,Hopong,Pounglinn,,"93H/2M (852093,857093,857088,852088)",
0044/2015,"Su Yan Nagar Mining Co.,Ltd",Exploration,6.5.2015,2015-01-06,5.5.2016,2016-05-05,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Moutmon",Shan,Hopong,Moutmon,,"93G/4+8M(875455 ,875450 ,879450 ,879455)",
0045/2015,"Su Yan Nagar Mining Co.,Ltd",Exploration,6.5.2015,2015-01-06,5.5.2016,2016-05-05,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Moutmon",Shan,Hopong,Moutmon,,"93B/4+8M(880455 ,880450, 885450 ,885455)",
0046/2015,"Pyae Shan Paing Mining Co.,Ltd",Exploration,13.5.2015,2015-01-13,12.5.2016,2016-05-12,Lead,Lead,0.2003,0.2003,"Shan(S),Hopong,Htee Kang",Shan,Hopong,Htee Kang,,"93H/5N(018216 ,023216, 023211 ,018211)",
0047/2015,"Pyae Shan Paing Mining Co.,Ltd",Exploration,13.5.2015,2015-01-13,12.5.2016,2016-05-12,Lead,Lead,0.2003,0.2003,"Shan(S),Hopong,Htee Kang",Shan,Hopong,Htee Kang,,"93H/5N(018210 ,023210, 018205, 023205)",
089/2015,"Royal Gold Diamond Co.,Ltd",Exploration,9.9.2015,2015-01-09,14.7.2016,2016-07-14,Coal,Coal,0.2003,0.2003,"Shan(S),Mineshue,Higtpar",Shan,Mineshue,Higtpar,,"93F/16 (706683,709688,712684,709679)",
090/2015,"Royal Gold Diamond Co.,Ltd",Exploration,9.9.2015,2015-01-09,14.7.2016,2016-07-14,Coal,Coal,0.2003,0.2003,"Shan(S),Mineshue, Higtpar",Shan,Mineshue, Higtpar,,"93F/16(709679,702684,714681,711675)",
091/2015,"Royal Gold Diamond Co.,Ltd",Exploration,9.9.2015,2015-01-09,14.7.2016,2016-07-14,Coal,Coal,0.2003,0.2003,"Shan(S),Mineshue,Higtpar",Shan,Mineshue,Higtpar,,"93F/16 (702678,706683,709679,704673)",
092/2015,"Royal Gold Diamond Co.,Ltd",Exploration,9.9.2015,2015-01-09,14.7.2016,2016-07-14,Coal,Coal,0.2003,0.2003,"Shan(S),Mineshue,Higtpar",Shan,Mineshue,Higtpar,,"93F/16LH(704673, 709679 ,711675 ,708670)",
0067/2015,"Myint Mo Nagar Mining Co.,Ltd",Exploration,15.7.2015,2015-01-15,14.7.2016,2016-07-14,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Pankalar",Shan,Hopong,Pankalar,,"93H/6N(023029 ,028029, 028024, 023024)",
0068/2015,"Myint Mo Nagar Mining Co.,Ltd",Exploration,15.7.2015,2015-01-15,14.7.2016,2016-07-14,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Pankalar",Shan,Hopong,Pankalar,,"93H/6N(0290259, 034029 ,034024 ,029024)",
0069/2015,"Myint Mo Nagar Mining Co.,Ltd",Exploration,15.7.2015,2015-01-15,14.7.2016,2016-07-14,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Pankalar",Shan,Hopong,Pankalar,,"93H/6N(041029 ,046029 ,046024 ,041024)",
0070/2015,"Myint Mo Nagar Mining Co.,Ltd",Exploration,15.7.2015,2015-01-15,14.7.2016,2016-07-14,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Pankalar",Shan,Hopong,Pankalar,,"93G/8M(900485, 905485, 905480, 900480)",
0076/2015,"Htet Ayeyar Co.,Ltd",Exploration,29.7.2015,2015-01-29,28.7.2016,2016-07-28,Lead,Lead,0.2003,0.2003,"Shan(S),Yengan,HteeHlaing",Shan,Yengan,HteeHlaing,,93C/,
0077/2015,"Htet Ayeyar Co.,Ltd",Exploration,29.7.2015,2015-01-29,28.7.2016,2016-07-28,Lead,Lead,0.2003,0.2003,"Shan(S),Yengan,HteeHlaing",Shan,Yengan,HteeHlaing,,93C/,
094/2015,"Shwe Sat Ku Co.,Ltd",Exploration,15.7.2015,2015-01-15,14.7.2016,2016-07-14,Gypsum,Gypsum,0.2003,0.2003,"Shan(S),Moutmal, Nanlut",Shan,Moutmal, Nanlut,,"93H/12(371395 ,377395, 377398 ,380393 ,374393, 374394 ,371394)",
