Code/Ref,Company_Name_cl,License_type_cl,Date of application,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,location_working 4,Coordinates of the license area,Column 11
0019/2013,"Kaung Su Pone Mining Co.,Ltd",Exploration,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Iron,Iron,0.2003,0.2003,"Shan North, Kyaukme, Kwin Chaung",Shan, Kyaukme, Kwin Chaung,,"93 A/13 - (549699, 554699, 554695, 549695)",
0020/2013,"Kaung Su Pone Mining Co.,Ltd",Exploration,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Iron,Iron,0.2003,0.2003,"Shan North, Kyaukme, Kwin Chaung",Shan, Kyaukme, Kwin Chaung,,"93 A/13 - (575647, 577648, 585640, 583639)",
0021/2013,"Kaung Su Pone Mining Co.,Ltd",Exploration,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Iron,Iron,0.2003,0.2003,"Shan North, Kyaukme, Kwin Chaung",Shan, Kyaukme, Kwin Chaung,,"93 A/13 - (577634, 583634, 583631, 577631)",
0022/2013,"Kyel War Mining Co.,Ltd",Exploration,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Iron,Iron,0.2003,0.2003,"Shan North, Kyaukme, Kwin Chaung",Shan, Kyaukme, Kwin Chaung,,"93 A/13 - (576690, 576687, 570687, 570690)",
0023/2013,"Kyel War Mining Co.,Ltd",Exploration,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Iron,Iron,0.2003,0.2003,"Shan North, Kyaukme, Kwin Chaung",Shan, Kyaukme, Kwin Chaung,,"93 A/13 - (579678, 581678, 584668, 583668)",
0024/2013,"Kyel War Mining Co.,Ltd",Exploration,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Iron,Iron,0.2003,0.2003,"Shan North, Kyaukme, Kwin Chaung",Shan, Kyaukme, Kwin Chaung,,"93 A/13 - (581666, 584666, 584695, 581695)",
0025/2013,"Kyel War Mining Co.,Ltd",Exploration,,2015-01-18T00:00:00Z,2015-01-18,2016-01-17T00:00:00Z,2016-01-17,Iron,Iron,0.2003,0.2003,"Shan North, Kyaukme, Kwin Chaung",Shan, Kyaukme, Kwin Chaung,,"93 A/13 - (582658, 586658, 586653, 582653)",
0229/2012,"White Tiger Head Mining Co.,Ltd",Exploration,,2014-05-23T00:00:00Z,2014-05-23,2015-05-22T00:00:00Z,2015-05-22,Lead,Lead,0.2003,0.2003,"Shan North, Kyaukme, Mong Tin",Shan, Kyaukme, Mong Tin,,"93 A/14 - (768022, 766021, 762025, 765027)",
0230/2012,"White Tiger Head Mining Co.,Ltd",Exploration,,2014-05-23T00:00:00Z,2014-05-23,2015-05-22T00:00:00Z,2015-05-22,Lead,Lead,0.2003,0.2003,"Shan North, Kyaukme, Mong Tin",Shan, Kyaukme, Mong Tin,,"94 B/14 - (761026, 764028, 761032,758030)",
0231/2012,"White Tiger Head Mining Co.,Ltd",Exploration,,2014-05-23T00:00:00Z,2014-05-23,2015-05-22T00:00:00Z,2015-05-22,Lead,Lead,0.2003,0.2003,"Shan North, Kyaukme, Mong Tin",Shan, Kyaukme, Mong Tin,,"93 B/14 - (760033, 757031, 753037, 756039)",
0217/2013,"Shell San Mining Co.,Ltd",Exploration,,2015-01-03T00:00:00Z,2015-01-03,2016-01-02T00:00:00Z,2016-01-02,Lead,Lead,0.1748,0.1748,"Shan North, Kyaukme, Panwoe",Shan, Kyaukme, Panwoe,,"93B/ 10 - (374013, 377013, 381018, 378020)",
0218/2013,"Shell San Mining Co.,Ltd",Exploration,,2015-01-03T00:00:00Z,2015-01-03,2016-01-02T00:00:00Z,2016-01-02,Lead,Lead,0.1748,0.1748,"Shan North, Kyaukme, Panwoe",Shan, Kyaukme, Panwoe,,"93B/ 10 - (378021, 381019, 384023, 281025)",
0219/2013,"Shell San Mining Co.,Ltd",Exploration,,2015-01-03T00:00:00Z,2015-01-03,2016-01-02T00:00:00Z,2016-01-02,Lead,Lead,0.1748,0.1748,"Shan North, Kyaukme, Panwoe",Shan, Kyaukme, Panwoe,,"93B/ 10 - (371017, 373013, 377020, 374021)",
0220/2013,"Shell San Mining Co.,Ltd",Exploration,,2015-01-03T00:00:00Z,2015-01-03,2016-01-02T00:00:00Z,2016-01-02,Lead,Lead,0.1748,0.1748,"Shan North, Kyaukme, Panwoe",Shan, Kyaukme, Panwoe,,"93B/ 10 - (374022, 378021, 380025, 377027)",
0222/2013,"Shell San Mining Co.,Ltd",Exploration,,2015-01-03T00:00:00Z,2015-01-03,2016-01-02T00:00:00Z,2016-01-02,Lead,Lead,0.1748,0.1748,"Shan North, Kyaukme, Panwoe",Shan, Kyaukme, Panwoe,,"93B/ 10 - (371025, 374022, 377027, 374028) ",
0223/2013,"Shell San Mining Co.,Ltd",Exploration,,2015-01-03T00:00:00Z,2015-01-03,2016-01-02T00:00:00Z,2016-01-02,Lead,Lead,0.1748,0.1748,"Shan North, Kyaukme, Panwoe",Shan, Kyaukme, Panwoe,,"93B/ 10 - (365019, 367018, 370024, 368025)",
0224/2013,"Shell San Mining Co.,Ltd",Exploration,,2015-01-03T00:00:00Z,2015-01-03,2016-01-02T00:00:00Z,2016-01-02,Lead,Lead,0.1748,0.1748,"Shan North, Kyaukme, Panwoe",Shan, Kyaukme, Panwoe,,"93B/ 10 - (368026, 371025, 373028, 372031)",
0225/2013,"Shell San Mining Co.,Ltd",Exploration,,2015-01-03T00:00:00Z,2015-01-03,2016-01-02T00:00:00Z,2016-01-02,Lead,Lead,0.1748,0.1748,"Shan North, Kyaukme, Panwoe",Shan, Kyaukme, Panwoe,,"93B/ 10 - (362023, 364020, 367025, 365027)",
0226/2013,"Shell San Mining Co.,Ltd",Exploration,,2015-01-03T00:00:00Z,2015-01-03,2016-01-02T00:00:00Z,2016-01-02,Lead,Lead,0.1748,0.1748,"Shan North, Kyaukme, Panwoe",Shan, Kyaukme, Panwoe,,"93B/ 10 - (365028, 367026, 371031, 369033)",
0234/2013,"La Min Yar Za Mining Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Copper,Copper,0.2003,0.2003,"Shan North, KhonGan/Loukkai, Lanfi",Shan, KhonGan/Loukkai, Lanfi,,"93 I/5 - (411805, 418508, 418800, 411800)",
0235/2013,"La Min Yar Za Mining Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Copper,Copper,0.2003,0.2003,"Shan North, KhonGan/Loukkai, Lanfi",Shan, KhonGan/Loukkai, Lanfi,,"93 I/5 - (424800, 428800, 428805, 424805)",
0236/2013,"La Min Yar Za Mining Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Copper,Copper,0.2003,0.2003,"Shan North, KhonGan/Loukkai, Lanfi",Shan, KhonGan/Loukkai, Lanfi,,"93 I/5 - (424806, 428806, 428810, 424810)",
0237/2013,"La Min Yar Za Mining Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Copper,Copper,0.2003,0.2003,"Shan North, KhonGan/Loukkai, Lanfi",Shan, KhonGan/Loukkai, Lanfi,,"93 I/5 - (659355, 463818, 463823, 458823)",
0238/2013,"La Min Yar Za Mining Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Copper,Copper,0.2003,0.2003,"Shan North, KhonGan/Loukkai, Lanfi",Shan, KhonGan/Loukkai, Lanfi,,"93 I/5 - (659355, 463818, 463823, 458823)",
0239/2013,"La Min Yar Za Mining Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Copper,Copper,0.2003,0.2003,"Shan North, KhonGan/Loukkai, Lanfi",Shan, KhonGan/Loukkai, Lanfi,,"93 I/5 - (659355, 463818, 463823, 458823)",
0240/2013,"La Min Yar Za Mining Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Copper,Copper,0.2003,0.2003,"Shan North, KhonGan/Loukkai, Lanfi",Shan, KhonGan/Loukkai, Lanfi,,"93 I/5 - (659355, 463818, 463823, 458823)",
0241/2013`,"La Min Yar Za Mining Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Copper,Copper,0.2003,0.2003,"Shan North, KhonGan/Loukkai, Lanfi",Shan, KhonGan/Loukkai, Lanfi,,"93 I/5 - (659355, 463818, 463823, 458823)",
014/2014,"Ngwe Kabar Kyaw Mining Co.,Ltd",Exploration,,2014-04-23T00:00:00Z,2014-04-23,2015-04-22T00:00:00Z,2015-04-22,Quartz,Quartz,0.2019,0.2019,"Shan North, Muse, Pankha",Shan, Muse, Pankha,,"93 E/13 - (648616, 655616, 648612, 655612)",
0111/2014,"Haw Htike Mining Co.,Ltd",Exploration,,2014-07-27T00:00:00Z,2014-07-27,2015-07-26T00:00:00Z,2015-07-26,Lead,Lead,0.2003,0.2003,"Shan North, Naung Cho, Nan Ei Sar",Shan, Naung Cho, Nan Ei Sar,,"93 B/10 - (382005, 386000, 390000, 384007)",
0112/2014,"Haw Htike Mining Co.,Ltd",Exploration,,2014-07-27T00:00:00Z,2014-07-27,2015-07-26T00:00:00Z,2015-07-26,Lead,Lead,0.2003,0.2003,"Shan North, Naung Cho, Nan Ei Sar",Shan, Naung Cho, Nan Ei Sar,,"93 B/10 - (386999, 391991, 393995, 391999)",
040/2014,"Mong Htet Co.,Ltd",Exploration,,2014-08-13T00:00:00Z,2014-08-13,2015-08-12T00:00:00Z,2015-08-12,Coal,Coal,0.1174,0.1174,"Shan North, Mongyel, Lwel Shi mu",Shan, Mongyel, Lwel Shi mu,,"93 F/15 - (601184, 605182, 604179, 602179)",
041/2014,"Mong Htet Co.,Ltd",Exploration,,2014-08-13T00:00:00Z,2014-08-13,2015-08-12T00:00:00Z,2015-08-12,Coal,Coal,0.0121,0.0121,"Shan North, Mongyel, Lwel Shi mu",Shan, Mongyel, Lwel Shi mu,,"93 F/15 - (617712, 618171, 618170, 616171)",
0127/2014,"Ngwe Ye Pale Mining Co.,Ltd",Exploration,,2014-09-05T00:00:00Z,2014-09-05,2015-09-04T00:00:00Z,2015-09-04,Clay,Clay,1.1251,1.1251,"Shan North, Naung Cho, Loukfan",Shan, Naung Cho, Loukfan,,"93 B/11 - (301123, 309126, 314110, 307108)",
0134/2014,Naythit Asia Mining,Exploration,,"19/9/2014
19/9/2015
19/9/2018",2014-09-19,"18/9/2015
18/9/2018
18/9/2019",2019-09-18,Lead,Lead,32.9195,32.9195,"Shan North, Mongton, Mohochaung",Shan, Mongton, Mohochaung,,93 E/ 7+11,
0143/2014,"Mahar Shwe Zabu Mining Co.,Ltd",Exploration,,2014-09-24T00:00:00Z,2014-09-24,2015-09-23T00:00:00Z,2015-09-23,Iron,Iron,0.2003,0.2003,"Shan North, Mabame, Lonepu Lwesaing",Shan, Mabame, Lonepu Lwesaing,,"93 A/13 - (576676, 576686, 578686, 578675)",
0144/2014,"Mahar Shwe Zabu Mining Co.,Ltd",Exploration,,2014-09-24T00:00:00Z,2014-09-24,2015-09-23T00:00:00Z,2015-09-23,Iron,Iron,0.2003,0.2003,"Shan North, Mabame, Lonepu Lwesaing",Shan, Mabame, Lonepu Lwesaing,,"93 A/13 - (566664, 570667, 573664, 569660)",
0145/2014,"Mahar Shwe Zabu Mining Co.,Ltd",Exploration,,2014-09-24T00:00:00Z,2014-09-24,2015-09-23T00:00:00Z,2015-09-23,Iron,Iron,0.2003,0.2003,"Shan North, Mabame, Lonepu Lwesaing",Shan, Mabame, Lonepu Lwesaing,,"93 A/13 - (578652, 574654, 577657, 581655)",
0146/2014,"Mahar Shwe Zabu Mining Co.,Ltd",Exploration,,2014-09-24T00:00:00Z,2014-09-24,2015-09-23T00:00:00Z,2015-09-23,Iron,Iron,0.2003,0.2003,"Shan North, Mabame, Lonepu Lwesaing",Shan, Mabame, Lonepu Lwesaing,,"93 A/13 - (589658, 594663, 596661, 592657)",
0146/2014,"Asia Pacific Mining Co.,Ltd",Exploration,,2014-10-03T00:00:00Z,2014-10-03,2019-10-02T00:00:00Z,2019-10-02,Lead & Zinc,Lead and Zinc,649.2068,649.2068,"Shan North, Namtu, Namtu",Shan, Namtu, Namtu,,"93 E/ 3+4+7+8 - (162000,369011, 293927, 299840, 285820, 270822, 240773, 283748, 280735, 220735, 143782, 140745, 200694, 270689, 260675, 250655, 260615, 300631, 332607, 032590, 016872) ",
066/2014,"Ngwe Ye Pale Mining Co.,Ltd",Exploration,,2014-11-21T00:00:00Z,2014-11-21,2015-11-20T00:00:00Z,2015-11-20,Linestone*,Limestone,0.2428,0.2428,"Shan North, Naung Cho, Loukfan",Shan, Naung Cho, Loukfan,,"93 B/11 - (289079, 304079, 304077, 289077)",
067/2014,"Ngwe Ye Pale Mining Co.,Ltd",Exploration,,2014-11-21T00:00:00Z,2014-11-21,2015-11-20T00:00:00Z,2015-11-20,Linestone*,Limestone,0.1133,0.1133,"Shan North, Naung Cho, Loukfan",Shan, Naung Cho, Loukfan,,"93 B/11 - (272044, 274045, 277038, 275037, 275038, 274038)",
073/2014,"Myanmarhmar Oo Mining Co.,Ltd",Exploration,,2014-12-03T00:00:00Z,2014-12-03,2015-12-02T00:00:00Z,2015-12-02,Marble,Marble,0.7608,0.7608,"Shan North, Nam Khamo, Nhinlon ",Shan, Nam Khamo, Nhinlon ,,"93 E/9 - (454562, 415556, 448542, 443547)",
080/2014,"Shwe Lin Kar Manufacturing and Industries Co.,Ltd",Exploration,,2014-12-17T00:00:00Z,2014-12-17,2015-12-16T00:00:00Z,2015-12-16,Coal,Coal,0.1902,0.1902,"Shan North, Tanyan, Mong kon",Shan, Tanyan, Mong kon,,"93 J/2 - (233206, 244206, 244205, 238204, 238204, 237198, 235204)",
081/2014,"Shwe Lin Kar Manufacturing and Industries Co.,Ltd",Exploration,,2014-12-17T00:00:00Z,2014-12-17,2015-12-16T00:00:00Z,2015-12-16,Coal,Coal,0.1862,0.1862,"Shan North, Tanyan, Mong kon",Shan, Tanyan, Mong kon,,"93 J/2 - (236197, 241196, 237190, 233192, 237193, 235196)",
0167/2014,"Shwe Lin Kar Manufacturing and Industries Co.,Ltd",Exploration,,"17/12/2014
17/12/2015",2014-12-17,"16/12/2015
16/12/2016",2016-12-16,Coal,Coal,2.8329,2.8329,"Shan North, Tanyan, Sele",Shan, Tanyan, Sele,,"93 J/2 - (241310, 248310, 248307, 246304, 241297) (249308, 252300, 252289, 241289, 241294, 243298)(227245, 234244, 241230, 233232, 223240)",
001/2015,"Universal Family Co.,Ltd",Exploration,,2015-01-07T00:00:00Z,2015-01-07,2016-01-06T00:00:00Z,2016-01-06,Lead & Zinc,Lead and Zinc,0.2003,0.2003,"Shan North, Mongko, Mangyat",Shan, Mongko, Mangyat,,92 L/ 8,
002/2015,"Universal Family Co.,Ltd",Exploration,,2015-01-07T00:00:00Z,2015-01-07,2016-01-06T00:00:00Z,2016-01-06,Lead & Zinc,Lead and Zinc,0.2003,0.2003,"Shan North, Mongko, Mangyat",Shan, Mongko, Mangyat,,92 L/ 8,
006/2015,"Taw Win Mar New Jewellery
 Co.,Ltd",Exploration,,2015-01-15T00:00:00Z,2015-01-15,2016-01-14T00:00:00Z,2016-01-14,Copper,Copper,0.2003,0.2003,"Shan North, Theinni, Lwai lei",Shan, Theinni, Lwai lei,,93 E/15,
007/2015,"Taw Win Mar New Jewellery
 Co.,Ltd",Exploration,,2015-01-15T00:00:00Z,2015-01-15,2016-01-14T00:00:00Z,2016-01-14,Copper,Copper,0.2003,0.2003,"Shan North, Theinni, Lwai lei",Shan, Theinni, Lwai lei,,93 E/15,
0035/2015,"Great Shwe Li Co.,Ltd",Exploration,,2015-03-25T00:00:00Z,2015-03-25,2016-03-24T00:00:00Z,2016-03-24,Lead,Lead,0.1497,0.1497,"Shan North, Muse, Nant Mawe",Shan, Muse, Nant Mawe,,93 E/13,
0036/2015,"Great Shwe Li Co.,Ltd",Exploration,,2015-03-25T00:00:00Z,2015-03-25,2016-03-24T00:00:00Z,2016-03-24,Lead,Lead,0.2003,0.2003,"Shan North, Muse, Nant Mawe",Shan, Muse, Nant Mawe,,93 E/13,
0094/2013,"Fout Kaung Forts Co.,Ltd",Exploration,,2013-12-11T00:00:00Z,2013-12-11,2014-12-10T00:00:00Z,2014-12-10,Tin-Tungstem,Tin and Tungsten,0.0445,0.0445,"Shan North, Muse, Naung Kaw",Shan, Muse, Naung Kaw,,"93 E/13 - (72468060, 72498048, 72518049, 72538061) ",
0095/2013,"Fout Kaung Forts Co.,Ltd",Exploration,,2013-12-11T00:00:00Z,2013-12-11,2014-12-10T00:00:00Z,2014-12-10,Tin-Tungstem,Tin and Tungsten,0.0445,0.0445,"Shan North, Muse, Naung Kaw",Shan, Muse, Naung Kaw,,"93 E/13 - (72468043, 72658009, 72708010, 72518048)",
030/2011,Shwe Myint Bone San Mining ,Exploration,,2012-03-30T00:00:00Z,2012-03-30,2012-09-29T00:00:00Z,2012-09-29,Manganese,Manganese,0.2003,0.2003,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon,,93 P/14,
031/2011,Shwe Myint Bone San Mining ,Exploration,,2012-03-30T00:00:00Z,2012-03-30,2012-09-29T00:00:00Z,2012-09-29,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon,,93 P/14,
032/2011,Shwe Myint Bone San Mining ,Exploration,,2012-03-30T00:00:00Z,2012-03-30,2012-09-29T00:00:00Z,2012-09-29,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon,,93 P/14,
033/2011,Shwe Myint Bone San Mining ,Exploration,,2012-03-30T00:00:00Z,2012-03-30,2012-09-29T00:00:00Z,2012-09-29,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon,,93 P/14,
0213/2011,May Flower Mining Enterprise,Exploration,,2014-08-26T00:00:00Z,2014-08-26,2014-08-25T00:00:00Z,2014-08-25,Gold,Gold,0.2003,0.2003,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon,,93 P/14,
0214/2011,May Flower Mining Enterprise,Exploration,,2014-08-26T00:00:00Z,2014-08-26,2014-08-25T00:00:00Z,2014-08-25,Gold,Gold,0.2003,0.2003,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon,,93 P/14,
0215/2011,May Flower Mining Enterprise,Exploration,,2014-08-26T00:00:00Z,2014-08-26,2014-08-25T00:00:00Z,2014-08-25,Gold,Gold,0.2003,0.2003,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon,,93 P/14,
0216/2011,May Flower Mining Enterprise,Exploration,,2014-08-26T00:00:00Z,2014-08-26,2014-08-25T00:00:00Z,2014-08-25,Gold,Gold,0.2003,0.2003,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon,,93 P/14,
0217/2011,May Flower Mining Enterprise,Exploration,,2014-08-26T00:00:00Z,2014-08-26,2014-08-25T00:00:00Z,2014-08-25,Gold,Gold,0.2003,0.2003,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon,,93 P/14,
0221/2011,"Shwe Theik San Co.,Ltd",Exploration,,2013-04-17T00:00:00Z,2013-04-17,2013-04-16T00:00:00Z,2013-04-16,Lead,Lead,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93 L/15 - (805705, 805701, 810701, 810705)",
0222/2011,"Shwe Theik San Co.,Ltd",Exploration,,2013-04-17T00:00:00Z,2013-04-17,2013-04-16T00:00:00Z,2013-04-16,Lead,Lead,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93 L/15 - (805700, 805696, 810696, 810700)",
0223/2011,"Shwe Theik San Co.,Ltd",Exploration,,2013-04-17T00:00:00Z,2013-04-17,2013-04-16T00:00:00Z,2013-04-16,Lead,Lead,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93 L/15 - (800700, 800696, 804696, 804700)",
0224/2011,"Shwe Theik San Co.,Ltd",Exploration,,2013-04-17T00:00:00Z,2013-04-17,2013-04-16T00:00:00Z,2013-04-16,Lead,Lead,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93 L/15 - (800695, 800690, 804690, 804695)",
0225/2011,"Shwe Theik San Co.,Ltd",Exploration,,2013-04-17T00:00:00Z,2013-04-17,2013-10-16T00:00:00Z,2013-10-16,Lead,Lead,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93 L/15 - (805695, 805690, 810690, 810695)",
0276/2011,"Shwe Moung Than Mining Co.,Ltd",Exploration,,2013-05-25T00:00:00Z,2013-05-25,2014-05-24T00:00:00Z,2014-05-24,Tin-Tungstem,Tin and Tungsten,0.197,0.197,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,93 P/7 - (154702 to 154693) (158696 to 154694) (158696 to 164696)(158699 to 162698)(156703 to 16700)(162712 to 163702)(167708 to 175705)(163702 to 162698)(157717 to 177695) (170704 to 167680),
0216/2012,"Winner Super Diamond Mining
Co.,Ltd",Exploration,,2014-11-08T00:00:00Z,2014-11-08,2015-11-07T00:00:00Z,2015-11-07,Iron,Iron,0.0607,0.0607,"Shan East, Mongyong, Wontap",Shan, Mongyong, Wontap,,"102 C/8 - (474680, 476682, 474683, 473681)",
0217/2012,"Winner Super Diamond Mining
Co.,Ltd",Exploration,,2014-11-08T00:00:00Z,2014-11-08,2015-11-07T00:00:00Z,2015-11-07,Iron,Iron,0.0607,0.0607,"Shan East, Mongyong, Wontap",Shan, Mongyong, Wontap,,"201 C/8 - (477672,476675, 473675)",
0218/2012,"Winner Super Diamond Mining
Co.,Ltd",Exploration,,2014-11-08T00:00:00Z,2014-11-08,2015-11-07T00:00:00Z,2015-11-07,Iron,Iron,0.0809,0.0809,"Shan East, Mongyong, Wontap",Shan, Mongyong, Wontap,,"102 C/8 - (475669, 475671, 472673, 471671)",
019/2013,"KBZ Power Industires Co.,Ltd",Exploration,,2014-05-15T00:00:00Z,2014-05-15,2014-11-14T00:00:00Z,2014-11-14,Coal,Coal,0.2003,0.2003,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe,,"93 P/14 - (822917, 826917, 826915, 829915, 829911, 827913, 822913)",
010/2013,"KBZ Power Industires Co.,Ltd",Exploration,,2014-05-15T00:00:00Z,2014-05-15,2014-11-14T00:00:00Z,2014-11-14,Coal,Coal,0.2003,0.2003,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe,,"93 P/14 - (829915, 836912, 836909, 833909, 833910, 829911)",
0027/2013,"Myanmar Refershing Co.,Ltd",Exploration,,2014-08-29T00:00:00Z,2014-08-29,2015-08-28T00:00:00Z,2015-08-28,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe,,"93 P/10+14 - (699955, 702958, 707954, 705951)",
0028/2013,"Myanmar Refershing Co.,Ltd",Exploration,,2014-08-29T00:00:00Z,2014-08-29,2015-08-28T00:00:00Z,2015-08-28,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe,,"93 P/10+14 - (702958, 706961, 711956, 706955)",
0029/2013,"Myanmar Refershing Co.,Ltd",Exploration,,2014-08-29T00:00:00Z,2014-08-29,2015-08-28T00:00:00Z,2015-08-28,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe,,"93 P/10+14 - (706961, 710963, 714958, 713958, 711956)",
0030/2013,"Myanmar Refershing Co.,Ltd",Exploration,,2014-08-29T00:00:00Z,2014-08-29,2015-08-28T00:00:00Z,2015-08-28,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe,,"93 P/10+14 - (710963, 713965, 717960, 714958)",
0031/2013,"Myanmar Refershing Co.,Ltd",Exploration,,2014-08-29T00:00:00Z,2014-08-29,2015-08-28T00:00:00Z,2015-08-28,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe,,"93 P/10+14 - (713965, 716967, 721962, 720962, 717960)",
0032/2013,"Myanmar Refershing Co.,Ltd",Exploration,,2014-08-29T00:00:00Z,2014-08-29,2015-08-28T00:00:00Z,2015-08-28,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe,,"93 P/10+14 - (716967, 720969, 724964, 721962)",
0033/2013,"Myanmar Refershing Co.,Ltd",Exploration,,2014-08-29T00:00:00Z,2014-08-29,2015-08-28T00:00:00Z,2015-08-28,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe,,"93 P/10+14 - (720969, 724971, 727966, 724964)",
0265/2013,Soe Myint Waddi ,Exploration,,2014-09-25T00:00:00Z,2014-09-25,2015-09-24T00:00:00Z,2015-09-24,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93L/15 - (742700, 747700, 747695, 742695)",
0266/2013,Soe Myint Waddi ,Exploration,,2014-09-25T00:00:00Z,2014-09-25,2015-09-24T00:00:00Z,2015-09-24,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93L/15 - (750687, 755687, 755682, 750682)",
0267/2013,Soe Myint Waddi ,Exploration,,2014-09-25T00:00:00Z,2014-09-25,2015-09-24T00:00:00Z,2015-09-24,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93L/15 - (757687, 762687, 762682, 757682)",
0268/2013,Soe Myint Waddi ,Exploration,,2014-09-25T00:00:00Z,2014-09-25,2015-09-24T00:00:00Z,2015-09-24,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93L/15 - (743678, 748678, 748673, 743673)",
0269/2013,Soe Myint Waddi ,Exploration,,2014-09-25T00:00:00Z,2014-09-25,2015-09-24T00:00:00Z,2015-09-24,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93L/15 - (748668, 753668, 753663, 748663)",
0270/2013,"Quartz Seven Co.,Ltd",Exploration,,2014-10-02T00:00:00Z,2014-10-02,2015-10-01T00:00:00Z,2015-10-01,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10 - (573864, 579864, 579860, 573860)",
