Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_type_cl,Year,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
,, 0.08 ,2016-01-06,0006/2016,Gold,"Shwe Uru Aung Mining Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Sagaing,Homalin,Marlone,
,, 0.08 ,2016-01-06,0005/2016,Gold,Thitsar Myit Myat,,2017-01-05,First-come-first-serve,2016-17,,Sagaing,Wintho,Nantkhan,
,, 0.08 ,2016-01-06,0003/2016,Gold,"Ngwe Hla win Thar Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Sagaing,Homalin,Hteinkone,
,, 0.08 ,2016-01-27,0010/2016,Gold,Professional,,2017-01-26,First-come-first-serve,2016-17,,Sagaing,Homalin,Laungfaung,
,, 0.08 ,2016-01-20,0009/2016,Gold,Muu Myat Chin,,2017-01-19,First-come-first-serve,2016-17,,Sagaing,Homalin,Laungfaung,
,, 0.08 ,2016-01-13,0007/2016,Gold,Shwe Taing Htar Nay,,2017-01-12,First-come-first-serve,2016-17,,Sagaing,Homalin,Naung taw,
,, 0.08 ,2016-01-10,0013/2016,Gold,Bo Myint Min Zaw,,2017-01-09,First-come-first-serve,2016-17,,Sagaing,Homalin,Laungfaung,
,, 0.08 ,2016-02-17,0014/2016,Gold,"Se Shwe Toe Co.,Ltd",,2017-02-16,First-come-first-serve,2016-17,,Sagaing,Homalin,Laungfaung,
,, 0.08 ,2016-02-24,0015/2016,Gold,"Shwe War Win Aung Co.,Ltd",,2017-02-23,First-come-first-serve,2016-17,,Sagaing,Homalin,Tarmalpoat,
,, 0.08 ,2016-02-24,0016/2016,Gold,"Aung Kane Co.,Ltd",,2017-02-23,First-come-first-serve,2016-17,,Sagaing,Homalin,Haephak,
,, 0.08 ,2016-03-01,0019/2016,Gold,Shwe Sin Moe,,2017-02-28,First-come-first-serve,2016-17,,Sagaing,Homalin,Maikaing,
,, 0.08 ,2016-03-01,0023/2016,Gold,"Su Se Nyi Nyut Thaw Shwe Nyi Ako Myar Co.,Ltd",,2017-02-28,First-come-first-serve,2016-17,,Sagaing,Homalin,Naungtaw,
,, 0.08 ,2016-03-09,0029/2016,Gold,Aung Shwe Sin Myat,,2017-03-08,First-come-first-serve,2016-17,,Sagaing,Homalin,Laungfaung,
,, 0.08 ,2016-03-09,0028/2016,Gold,"Moe Hein San Co.,Ltd",,2017-03-08,First-come-first-serve,2016-17,,Sagaing,Homalin,Haephak,
,, 0.08 ,2016-03-01,0026/2016,Gold,"Than Shwe Yi Aung Co.,Ltd",,2017-03-28,First-come-first-serve,2016-17,,Sagaing,Homalin,Maikaing,
,, 0.08 ,2016-03-01,0027/2016,Gold,"Than Shwe Yi Aung Co.,Ltd",,2017-03-28,First-come-first-serve,2016-17,,Sagaing,Homalin,Maikaing,
,, 0.08 ,2016-03-01,0017/2016,Gold,Pe Naung Taing,,2017-03-28,First-come-first-serve,2016-17,,Sagaing,Homalin,Laungfaung,
,, 0.08 ,2016-03-24,0050/2016,Gold,"Swan Zayar Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Sagaing,Phaungpyin,sandar,
,, 0.08 ,2016-03-24,0051/2016,Gold,"Swan Zayar Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Sagaing,Phaungpyin,sandar,
,, 0.08 ,2016-03-24,0052/2016,Gold,Maga Shwe Taung,,2017-03-23,First-come-first-serve,2016-17,,Sagaing,Homalin,Haephak,
,, 0.08 ,2016-03-24,0053/2016,Gold,"Treasure All Group Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Sagaing,Homalin,Tonehae,
,, 0.08 ,2016-03-24,0055/2016,Gold,Shwe Yaung Lwan Shan Red,,2017-03-23,First-come-first-serve,2016-17,,Sagaing,Homalin,Haephak,
,, 0.08 ,2016-03-24,0073/2016,Gold,Yadanar Kyi Mar Aung,,2017-03-23,First-come-first-serve,2016-17,,Sagaing,Homalin,Shwetwin,
,, 0.08 ,2016-03-01,0020/2016,Gold,"Shwe Aye Yape Co.,Ltd",,2017-02-28,First-come-first-serve,2016-17,,Sagaing,Homalin,Laungfaung,
,, 0.08 ,2016-03-16,0049/2016,Gold,Shin Thant Aung Myin Mining,,2017-03-15,First-come-first-serve,2016-17,,Sagaing,Homalin,Haephak,
,, 0.08 ,2016-03-09,0030/2016,Gold,Sein Mya Lwin,,2017-03-08,First-come-first-serve,2016-17,,Sagaing,Homalin,Maikaing,
,, 0.08 ,2015-07-01,0037/2016,Gold,Shwe Taw Ya,,2016-06-30,First-come-first-serve,2016-17,,Sagaing,Homalin,Saytisape,
,, 0.20 ,2015-12-01,0207/2009,Tin and Tungsten ,"Nan Thilar Mining Co.,Ltd",,2016-11-30,First-come-first-serve,2016-17,,Tanintharyi,Pulaw,Nanthilar,
,, 0.20 ,2016-02-03,0026/2010,Tin and Tungsten ,"Easten Mining Production Co.,Ltd",,2017-02-02,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Bawapin b/4,
,, 0.20 ,2016-02-03,0027/2010,Tin and Tungsten ,"Easten Mining Production Co.,Ltd",,2017-02-02,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Yaepu Taung,
,, 0.20 ,2015-02-10,0096/2010,Tin and Tungsten ,"Easten Mining Production Co.,Ltd",,2016-02-09,First-come-first-serve,2016-17,,Tanintharyi,Dawei,ChaungOokp,
,, 0.20 ,2016-03-12,0187/2010,Tin and Tungsten ,"Grand Eden Mining Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Wakone,
,, 0.20 ,2015-08-04,0485/2010,Tin and Tungsten ,"Shwe Pin Le Mining Co.,Ltd",,2016-08-03,First-come-first-serve,2016-17,,Tanintharyi,Kyintsu,kwalkayan,
,, 0.20 ,2015-08-04,0486/2010,Tin and Tungsten ,"Shwe Pin Le Mining Co.,Ltd",,2016-08-03,First-come-first-serve,2016-17,,Tanintharyi,Kyintsu,kwalkayan,
,, 0.19 ,2015-08-04,0487/2010,Tin and Tungsten ,"Shwe Pin Le Mining Co.,Ltd",,2016-08-03,First-come-first-serve,2016-17,,Tanintharyi,Kyintsu,kwalkayan,
,, 0.20 ,2015-10-29,0773/2010,Tin and Tungsten ,Wai International ,,2016-10-28,First-come-first-serve,2016-17,,Tanintharyi,Taninthayi,Nyaunt pin Kwin Tabawhtike(1),
,, 0.20 ,2015-10-29,0774/2010,Tin and Tungsten ,Wai International ,,2016-10-28,First-come-first-serve,2016-17,,Tanintharyi,Taninthayi,Nyaunt pin Kwin Tabawhtike(1),
,, 0.20 ,2016-02-24,0186/2011,Tin and Tungsten ,"Aung Dana Thuka Co.,Ltd",,2017-02-23,First-come-first-serve,2016-17,,Tanintharyi,Botepyin,koekyunt,
,, 0.20 ,2015-10-25,0374/2011,Tin and Tungsten ,"Htin Kyaw Win Mining Co.,Ltd",,2016-10-24,First-come-first-serve,2016-17,,Tanintharyi,Myittar,Heinda,
,, 0.20 ,2015-10-25,0375/2011,Tin and Tungsten ,"Sein Lae Kan Thar Agriculture & Fish Husbandry Co.,Ltd",,2016-10-24,First-come-first-serve,2016-17,,Tanintharyi,Pulaw,Kapupyin,
,, 0.20 ,2016-05-07,0098/2012,Tin and Tungsten ,"Tin & Mineral Natural Resources Co.,Ltd",,2017-05-06,First-come-first-serve,2016-17,,Tanintharyi,Kyintsu,Yamone(4),
,, 0.20 ,2016-05-07,0099/2012,Tin and Tungsten ,"Tin & Mineral Natural Resources Co.,Ltd",,2017-05-06,First-come-first-serve,2016-17,,Tanintharyi,Kyintsu,Yamone(12),
,, 0.15 ,2015-05-22,0112/2012,Tin and Tungsten ,"Popa L Co.,Ltd",,2016-05-21,First-come-first-serve,2016-17,,Tanintharyi,Yaephyu,Ohinpinkwin,
,, 0.18 ,2016-04-08,0128/2012,Tin and Tungsten ,"Aung Hein Bo Win Co.,Ltd",,2017-04-07,First-come-first-serve,2016-17,,Tanintharyi,Yaephyu,Ohinpinkwin,
,, 0.20 ,2013-11-07,0190/2013,Tin and Tungsten ,"Eastern Part Production Co.,Ltd",,2016-11-06,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Pakaryi,
,, 0.20 ,2013-12-18,0212/2013,Tin and Tungsten ,Myant Pyae Phyo,,2016-12-17,First-come-first-serve,2016-17,,Tanintharyi,Botepyin,Yaengangyi,
,, 0.20 ,2015-03-12,0062/2015,Tin and Tungsten ,Htun Kyel Ta Pwin,,2018-03-11,First-come-first-serve,2016-17,,Tanintharyi,Yaephyu,Thikatone,
,, 0.20 ,2015-03-25,0079/2015,Tin and Tungsten ,Shwe Taung Oo Mining Engineer Enterprise,,2018-03-24,First-come-first-serve,2016-17,,Tanintharyi,Madayar,Kyaukmal Taung,
,, 0.20 ,2015-06-17,0123/2015,Tin and Tungsten ,"Pyae Sone Myat Co.,Ltd",,2020-06-16,First-come-first-serve,2016-17,,Tanintharyi,Taninthayi,Kyint Chaung,
,, 0.20 ,2015-06-17,0124/2015,Tin and Tungsten ,"Pyae Sone Myat Co.,Ltd",,2020-06-16,First-come-first-serve,2016-17,,Tanintharyi,Taninthayi,Kyint Chaung,
,, 0.20 ,2015-06-17,0125/2015,Tin and Tungsten ,"Pyae Sone Myat Co.,Ltd",,2020-06-16,First-come-first-serve,2016-17,,Tanintharyi,Taninthayi,Kyint Chaung,
,, 0.17 ,2015-07-22,0155/2015,Tin and Tungsten ,"Aung Brothers  Mining Co.,Ltd",,2020-07-21,First-come-first-serve,2016-17,,Tanintharyi,Myeik,Kyuntsu,
,, 0.08 ,2015-09-23,0189/2015,Tin and Tungsten ,"Oo Saung Thu Mining Co.,Ltd",,2020-09-22,First-come-first-serve,2016-17,,Tanintharyi,Yaephyu,Phar Chaung,
,, 0.74 ,2015-09-05,0040/2012,Gypsum,Myanmar Ruby Enterprise  ,,2016-09-04,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Sinphyutaung,
,, 0.31 ,2014-04-09,0033/2014,Gypsum,24 Hours Mining,,2017-04-08,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Ayuu Chaung,
,, 0.20 ,2015-12-19,0045/2009,Manganese Dioxide,"Nan Ka Naung Mining & Engineer Enterprise Co.,Ltd",,2016-12-18,First-come-first-serve,2016-17,,Tanintharyi,Botepyin,Parwalkyunt,
,, 0.20 ,2015-12-19,0046/2009,Manganese Dioxide,"Nan Ka Naung Mining & Engineer Enterprise Co.,Ltd",,2016-12-18,First-come-first-serve,2016-17,,Tanintharyi,Botepyin,Parwalkyunt,
,, 0.20 ,2015-12-19,0047/2009,Manganese Dioxide,"Nan Ka Naung Mining & Engineer Enterprise Co.,Ltd",,2016-12-18,First-come-first-serve,2016-17,,Tanintharyi,Botepyin,Parwalkyunt,
,, 0.20 ,2015-12-19,0048/2009,Manganese Dioxide,"Nan Ka Naung Mining & Engineer Enterprise Co.,Ltd",,2016-12-18,First-come-first-serve,2016-17,,Tanintharyi,Botepyin,Parwalkyunt,
,, 0.20 ,2015-12-19,0049/2009,Manganese Dioxide,"Nan Ka Naung Mining & Engineer Enterprise Co.,Ltd",,2016-12-18,First-come-first-serve,2016-17,,Tanintharyi,Botepyin,Parwalkyunt,
,, 0.81 ,2015-10-14,031/2015,Quartz,"Dawei Industry Co.,Ltd",,2020-10-13,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Amoe Chaung,
,, 0.15 ,2015-10-14,00195/2015,Tin and Tungsten ,"Eastern Part Production Co.,Ltd",,2020-10-13,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Pakaryi,
,, 0.08 ,2015-11-18,0217/2015,Gold,"Hein Myat Htike Co.,Ltd",,2016-11-17,First-come-first-serve,2016-17,,Tanintharyi,Botepyin,Yaengangyi,
,, 0.08 ,2015-06-24,0133/2015,Gold,"Anat Ka Yadanar Aung Co.,Ltd",,2016-06-23,First-come-first-serve,2016-17,,Tanintharyi,Botepyin,Yaengangyi,
,, 0.20 ,2015-11-25,0218/2015,Tin and Tungsten ,"Shwe Young Alan Co.,Ltd",,2020-11-24,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Wakone,
,, 0.20 ,2015-12-17,0237/2015,Tin and Tungsten ,"Shwe Phu Co.,Ltd",,2020-12-16,First-come-first-serve,2016-17,,Tanintharyi,Palouk,Htamin masar,
,, 0.20 ,2015-12-23,0251/2015,Tin and Tungsten ,"Dawei Myay Mining Production Co.,Ltd",,2020-12-22,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Wakone,
,, 0.08 ,2015-12-07,0395/2010,Gold,"Shwe Phyit Mat Co.,Ltd",,2016-12-06,First-come-first-serve,2016-17,,Bago,Kyaukgyi,Winkanate,
,, 0.08 ,2016-01-27,0011/2016,Gold,"Ka Nyaw Htoo Doe Soe Co.,Ltd",,2017-01-26,First-come-first-serve,2016-17,,Bago,Shwekyint,Ankani,
,, 0.20 ,2016-04-27,0023/2012,Coal,"Sein Chiy Linn Mining Co.,Ltd",,2017-04-26,First-come-first-serve,2016-17,,Magway,Minbuu,Pa Daung,
,, 0.20 ,2016-04-27,0024/2012,Coal,"Sein Chiy Linn Mining Co.,Ltd",,2017-04-26,First-come-first-serve,2016-17,,Magway,Minbuu,Pa Daung,
,, 0.28 ,2016-04-27,0026/2012,Coal,"Luu Paung Sat Su Way Co.,Ltd",,2017-04-26,First-come-first-serve,2016-17,,Magway,Minbuu,Kyatsukone,
,, 0.17 ,2015-08-20,0034/2012,Coal,"Young Ni Mining Co.,Ltd ",,2016-08-19,First-come-first-serve,2016-17,,Magway,Minhla,Sat Pyar(1),
,, 0.02 ,2015-08-20,0035/2012,Coal,"Young Ni Mining Co.,Ltd ",,2016-08-19,First-come-first-serve,2016-17,,Magway,Minhla,Sat Pyar(2),
,, 0.03 ,2015-08-20,0036/2012,Coal,"Young Ni Mining Co.,Ltd ",,2016-08-19,First-come-first-serve,2016-17,,Magway,Minhla,Kying Ngal,
,, 0.20 ,2015-08-20,0037/2012,Coal,"Young Ni Mining Co.,Ltd ",,2016-08-19,First-come-first-serve,2016-17,,Magway,Minhla,Kying Ngal,
,, 0.19 ,2013-04-22,0008/2013,Coal,Myanmar Ah Htut Ah Htike Mining,,2016-04-21,First-come-first-serve,2016-17,,Magway,Minbuu,Suepa Daung,
,, 0.18 ,2013-04-22,0009/2013,Coal,Myanmar Ah Htut Ah Htike Mining,,2016-04-21,First-come-first-serve,2016-17,,Magway,Minbuu,Suepa Daung,
,, 0.17 ,2013-04-10,0010/2013,Coal,"Ingyin Taung Co.,Ltd",,2016-04-09,First-come-first-serve,2016-17,,Magway,Minbuu,Kan Tote,
,, 0.27 ,2013-06-11,0011/2013,Coal,"Zabuu Thit Mining Co.,Ltd",,2016-06-10,First-come-first-serve,2016-17,,Magway,Ngaphal,Aoemyaykwin,
,, 0.20 ,2013-06-11,0012/2013,Coal,"Pan Laung Co.,Ltd",,2016-06-10,First-come-first-serve,2016-17,,Magway,Minn Hla,Kan Tote,
,, 0.75 ,2013-06-19,0014/2013,Coal,"Nyain Chan Sein Pyar Myay Kabar Co.,Ltd",,2016-06-18,First-come-first-serve,2016-17,,Magway,Minn Hla,Sat pyar,
,, 0.41 ,2013-07-02,0015/2013,Coal,"Kyel Sin Myanmar Mining Co.,Ltd",,2016-07-02,First-come-first-serve,2016-17,,Magway,Min Hla,Kan Tote,
,, 0.87 ,2014-02-13,0020/2014,Coal,Ma Lwin Group Mining,,2017-02-12,First-come-first-serve,2016-17,,Magway,Minhla,Yae Kyaw,
,, 0.67 ,2014-02-13,0021/2014,Coal,Han Htet Industry,,2017-02-12,First-come-first-serve,2016-17,,Magway,Minnbuu,pharyar,
,, 0.20 ,2014-02-19,0069/2014,Copper,"Sein Chiy Linn Mining Co.,Ltd",,2017-02-18,First-come-first-serve,2016-17,,Magway,Saytotetayar,Lonegyi,
,, 0.20 ,2014-06-06,0035/2014,Coal,"Metal Matter Co.,Ltd",,2017-06-05,First-come-first-serve,2016-17,,Magway,Minnbuu,PaDaung,
,, 0.20 ,2014-05-28,0178/2014,Chorumium,"Shwe Young Toukpataw Ngwe Naing Gyan Co.,Ltd",,2017-05-27,First-come-first-serve,2016-17,,Magway,Ngaphal,Ngaryant Chaung,
,, 0.20 ,2014-05-28,0179/2014,Chorumium,"Shwe Young Toukpataw Ngwe Naing Gyan Co.,Ltd",,2017-05-27,First-come-first-serve,2016-17,,Magway,Ngaphal,Ngaryant Chaung,
,, 0.49 ,2014-10-01,0042/2014,Coal,"Sein Chiy Linn Mining Co.,Ltd",,2019-09-30,First-come-first-serve,2016-17,,Magway,Minbuu,Kyauksat,
,, 0.42 ,2014-10-01,0043/2014,Coal,"Sein Chiy Linn Mining Co.,Ltd",,2019-09-30,First-come-first-serve,2016-17,,Magway,Minbuu,Kyauksat,
,, 0.25 ,2014-11-26,0050/2014,Coal,"Zabuu Thit Mining Co.,Ltd",,2019-11-25,First-come-first-serve,2016-17,,Magway,Minbuu,Phayar,
,, 0.80 ,2014-11-26,0052/2014,Coal,"Shwe Thein Ate Mining Co.,Ltd",,2019-11-25,First-come-first-serve,2016-17,,Magway,Ngaphal,Suepa Daung,
,, 0.80 ,2014-11-26,0053/2014,Coal,"Shwe Thein Ate Mining Co.,Ltd",,2019-11-25,First-come-first-serve,2016-17,,Magway,Ngaphal,Suepa Daung,
,, 0.71 ,2014-11-26,0051/2014,Coal,"Po Thar Mining Co.,Ltd",,2019-11-25,First-come-first-serve,2016-17,,Magway,Minbuu,Phayar,
,, 0.31 ,2014-12-24,0065/2014,Coal,"Sai Nay Minn Co.,Ltd",,2019-12-23,First-come-first-serve,2016-17,,Magway,Min Hla,Kan Tote,
,, 0.18 ,2014-12-17,0063/2014,Coal,"Million Golden Co.,Ltd",,2019-12-16,First-come-first-serve,2016-17,,Magway,Minnhla,Satpyar,
,, 0.16 ,2014-12-17,0064/2014,Coal,"Million Golden Co.,Ltd",,2019-12-16,First-come-first-serve,2016-17,,Magway,Minnhla,Satpyar,
,, 0.24 ,2015-01-15,002/2015,Coal,"Phyu Zin Co.,Ltd",,2020-01-14,First-come-first-serve,2016-17,,Magway,Minbuu,Phayar,
,, 0.94 ,2015-05-20,022/2015,Coal,"Phone Lamin Co.,Ltd",,2020-05-19,First-come-first-serve,2016-17,,Magway,Minnhla,Satpyar,
,, 0.84 ,2015-04-29,020/2015,Coal,"Linn Co.,Ltd",,2020-04-28,First-come-first-serve,2016-17,,Magway,Minhla,Yae Kyawengan,
,, 0.84 ,2015-09-16,027/2015,Coal,Yarzar Mining ,,2020-09-15,First-come-first-serve,2016-17,,Magway,Minhla,Kantote,
,, 0.93 ,2015-05-14,032/2015,Coal,Mandalay Distribution,,2020-05-13,First-come-first-serve,2016-17,,Magway,Minhla,Satpyar,
,, 0.50 ,2015-10-29,034/2015,Coal,"Carbon Energy Co.,Ltd",,2020-10-28,First-come-first-serve,2016-17,,Magway,Minnhla,Kantote,
,, 0.84 ,2015-06-11,036/2015,Coal,Win Arr Myam Mining,,2020-06-10,First-come-first-serve,2016-17,,Magway,Minnhla,Kantote,
,, 0.75 ,2016-02-03,003/2016,Coal,"Sai Si One Co.,Ltd",,2021-02-02,First-come-first-serve,2016-17,,Magway,Pouk,palaung,
,, 0.53 ,2016-02-03,004/2016,Coal,"Sai Si One Co.,Ltd",,2021-02-02,First-come-first-serve,2016-17,,Magway,Pouk,palaung,
,, 0.84 ,2016-01-27,001/2016,Coal,Million Aung,,2021-01-26,First-come-first-serve,2016-17,,Magway,Minnhla,Paytaw,
,, 0.33 ,2015-12-23,041/2015,Coal,"Ingyin Taung Co.,Ltd",,2020-12-22,First-come-first-serve,2016-17,,Magway,Minnhla,Myot Thit,
,, 0.27 ,2016-03-09,006/2016,Coal,Htun Yarza(Mandalay) Mining,,2021-03-08,First-come-first-serve,2016-17,,Magway,Saw,Kyauktwal,
,, 0.20 ,2015-07-27,0105/2009,Lead and Associated,"Sanni mining Co.,Ltd",,2016-07-26,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2016-03-12,0184/2010,Lead and Associated,"Tunpakyel mining Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Mandalay,yemethin,BD-1,
,, 0.20 ,2016-03-12,0185/2010,Lead and Associated,"Tunpakyel mining Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Mandalay,yemethin,BD-2,
,, 0.20 ,2016-03-12,0186/2010,Lead and Associated,"Tunpakyel mining Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Mandalay,yemethin,BD-3,
,, 0.20 ,2015-04-30,0333/2010,Antimony,"Myatthuzar Co.,Ltd",,2016-04-29,First-come-first-serve,2016-17,,Mandalay,tharsi,Lalpyin - 1,
,, 0.20 ,2015-04-30,0334/2010,Antimony,"Myatthuzar Co.,Ltd",,2016-04-29,First-come-first-serve,2016-17,,Mandalay,tharsi,Lalpyin - 2,
,, 0.20 ,2015-04-30,0335/2010,Antimony,"Myatthuzar Co.,Ltd",,2016-04-29,First-come-first-serve,2016-17,,Mandalay,tharsi,Lalpyin - 3,
,, 0.20 ,2015-10-29,0760/2010,Copper and Associated,"Zabu Talu Co.,Ltd",,2016-10-28,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Phyout sate pin Sanpaltaung - 1,
,, 0.20 ,2015-10-29,0761/2010,Copper and Associated,"Zabu Talu Co.,Ltd",,2016-10-28,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Phyout sate pin Sanpaltaung - 1,
,, 0.20 ,2015-10-29,0762/2010,Copper and Associated,"Zabu Talu Co.,Ltd",,2016-10-28,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Phyout sate pin Sanpaltaung - 1,
,, 0.20 ,2015-03-29,0352/2011,Lead and Zinc Associated,"Kyel Alinn Atan Mining Co.,Ltd",,2016-03-28,First-come-first-serve,2016-17,,Mandalay,Singku,kyaukbelu,
,, 0.02 ,2015-08-20,0038/2012,Marble,"Angelo mining Co.,Ltd",,2016-08-19,First-come-first-serve,2016-17,,Mandalay,Madaya,Wallkhu,
,, 0.10 ,2015-08-20,0039/2012,Marble,"Angelo mining Co.,Ltd",,2016-08-19,First-come-first-serve,2016-17,,Mandalay,Madaya,Wallkhu,
,, 0.14 ,2015-09-05,0041/2012,Bauxite,Triple A Cement international,,2016-09-04,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Taung Daw,
,, 0.08 ,2012-09-05,0042/2012,Granite,"Ugo Co.,Ltd",,2015-09-04,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,warphyu Taung,
,, 0.20 ,2015-06-21,0110/2012,Antimony,"Aung Myo Htet family Mining Co.,Ltd",,2016-06-20,First-come-first-serve,2016-17,,Mandalay,ThaZi,Yaytalyout Myoung,
,, 0.20 ,2012-10-22,192/2012,Copper,ShwePinThar,,2015-10-21,First-come-first-serve,2016-17,,Mandalay,PyinOoLwin,Ball,
,, 0.20 ,2012-10-22,193/2012,Copper,ShwePinThar,,2015-10-21,First-come-first-serve,2016-17,,Mandalay,PyinOoLwin,Ball,
,, 0.20 ,2012-10-22,194/2012,Copper,ShwePinThar,,2015-10-21,First-come-first-serve,2016-17,,Mandalay,PyinOoLwin,Ball,
,, 0.20 ,2013-06-11,0097/2013,Lead and Associated,"Kyel Wa mining Co.,Ltd",,2016-06-10,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2013-10-22,0020/2013,Baryte,"SanPya industry Co.,Ltd",,2016-10-21,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Phyout Sate Pin,
,, 0.20 ,2014-01-08,0001/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0002/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0003/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0004/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0005/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0006/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0007/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0008/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0009/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0010/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0011/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0012/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0013/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0014/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0015/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.20 ,2014-01-08,0016/2014,Quartz,"ShwePyinagar Co.,Ltd",,2017-01-07,First-come-first-serve,2016-17,,Mandalay,pyawbwe,phaung taw,
,, 0.02 ,2014-02-27,0022/2014,Marble,"Sein Linn Yaung Co.,Ltd",,2017-02-26,First-come-first-serve,2016-17,,Mandalay,Madaya,Sakyint,
,, 0.02 ,2014-02-05,0018/2014,Marble,"Mya Thaya Woun Co.,Ltd",,2017-02-04,First-come-first-serve,2016-17,,Mandalay,Madaya,Mawe Pone Kan,
,, 0.02 ,2014-02-05,0019/2014,Marble,"Mya Thaya Woun Co.,Ltd",,2017-02-04,First-come-first-serve,2016-17,,Mandalay,Madaya,Mawe Pone Kan,
,, 0.07 ,2014-02-19,0023/2014,Clay,"Wai Yan Lwin Co.,Ltd",,2017-02-18,First-come-first-serve,2016-17,,Mandalay,ThatarOo,,
,, 0.07 ,2014-02-19,0024/2014,Clay,"Wai Yan Lwin Co.,Ltd",,2017-02-18,First-come-first-serve,2016-17,,Mandalay,Ngan Swin,,
,, 0.07 ,2014-02-19,0025/2014,Clay,"Wai Yan Lwin Co.,Ltd",,2017-02-18,First-come-first-serve,2016-17,,Mandalay,pyawbwe,,
,, 0.20 ,2014-03-12,0083/2014,copper,"Ngwe Moe Hein Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Baw Taung,
