Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_type_cl,Year,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
,, 0.20 ,2016-03-24,0018/2016,Tin and Tungsten Associated,"ABC Kaw Thaung Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Tanintharyi,Tanintharyi,Kyein Chaung,
,, 0.20 ,2016-03-24,0019/2016,Tin and Tungsten Associated,"ABC Kaw Thaung Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Tanintharyi,Tanintharyi,Kyein Chaung,
,, 0.20 ,2016-03-24,0029/2016,Tin and Tungsten Associated,Myeik Public Corporation Ltd.,,2017-03-23,First-come-first-serve,2016-17,,Tanintharyi,Tanintharyi,Thein Dar,
,, 0.20 ,2016-03-24,0020/2016,Tin and Tungsten Associated,"Southern World Mining Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Phoe Let Toe,
,, 0.20 ,2016-03-24,0021/2016,Tin and Tungsten Associated,"Southern World Mining Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Phoe Let Toe,
,, 0.20 ,2016-03-24,0022/2016,Tin and Tungsten Associated,"Southern World Mining Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Tanintharyi,Dawei,Phoe Let Toe,
,, 0.20 ,2016-03-16,0023/2016,Tin and Tungsten Associated,"Mya Sein Young Co.,Ltd",,2017-03-15,First-come-first-serve,2016-17,,Tanintharyi,Yae Phyu,Phar Chaung,
,, 0.20 ,2016-03-16,0024/2016,Tin and Tungsten Associated,"Mya Sein Young Co.,Ltd",,2017-03-15,First-come-first-serve,2016-17,,Tanintharyi,Yae Phyu,Phar Chaung,
,, 0.20 ,2016-03-16,0025/2016,Tin and Tungsten Associated,"Mya Sein Young Co.,Ltd",,2017-03-15,First-come-first-serve,2016-17,,Tanintharyi,Yae Phyu,Phar Chaung,
,, 0.20 ,2016-03-16,0026/2016,Tin and Tungsten Associated,"Mya Sein Young Co.,Ltd",,2017-03-15,First-come-first-serve,2016-17,,Tanintharyi,Yae Phyu,Phar Chaung,
,, 0.20 ,2016-03-16,0027/2016,Tin and Tungsten Associated,"Mya Sein Young Co.,Ltd",,2017-03-15,First-come-first-serve,2016-17,,Tanintharyi,Yae Phyu,Phar Chaung,
,, 1.67 ,2015-11-04,0159/2014,Coal,"Z Co.,Ltd",,2016-11-04,First-come-first-serve,2016-17,,Magway,Min Hla,Yae Ngan,
,, 0.84 ,2015-12-31,001/2015,Coal,"Carbon Energy Co.,Ltd",,2016-06-30,First-come-first-serve,2016-17,,Magway,Min Hla,Kan Tote,
,, 0.83 ,2015-12-31,003/2015,Coal,"Aung Myint Htut Khaung Co.,Ltd",,2016-06-30,First-come-first-serve,2016-17,,Magway,Min Hla,Kan Tote,
,, 0.21 ,2015-01-21,014/2015,Coal,"Han Htet Indusrrial Co.,Ltd",,2016-01-20,First-come-first-serve,2016-17,,Magway,Min Tone,Nga Pyaw Kyawl,
,, 0.83 ,2015-01-21,018/2015,Coal,"Kyaw Swer Co.,Ltd",,2016-01-27,First-come-first-serve,2016-17,,Magway,Min Hla,Kyauksi,
,, 0.42 ,2015-01-28,019/2015,Coal,"Kyaw Swer Co.,Ltd",,2016-01-27,First-come-first-serve,2016-17,,Magway,Min Hla,Kyauksi,
,, 0.79 ,2015-01-28,020/2015,Coal,"Kyaw Swer Co.,Ltd",,2016-01-27,First-come-first-serve,2016-17,,Magway,Min Hla,Kyauksi,
,, 0.20 ,2015-04-08,053/2015,Coal,"Sai Si One Co.,Ltd",,2016-04-07,First-come-first-serve,2016-17,,Magway,Pauk,TaKu Letpan Hla,
,, 0.22 ,2015-04-08,054/2015,Coal,"Sai Si One Co.,Ltd",,2016-04-07,First-come-first-serve,2016-17,,Magway,Pauk,TaKu Letpan Hla,
,, 0.13 ,2015-04-08,055/2015,Coal,"Sai Si One Co.,Ltd",,2016-04-07,First-come-first-serve,2016-17,,Magway,Pauk,TaKu Letpan Hla,
,, 0.50 ,2015-04-29,057/2015,Coal,"Htun Yarza(Mandalay) Mining Co.,Ltd",,2016-04-28,First-come-first-serve,2016-17,,Magway,Min Hla,Yae Nan ma,
,, 0.43 ,2015-05-20,072/2015,Coal,"Myan Pyi Hein Co.,Ltd",,2016-05-19,First-come-first-serve,2016-17,,Magway,Min Hla,Shan Tet,
,, 0.39 ,2015-05-20,073/2015,Coal,"Myan Pyi Hein Co.,Ltd",,2016-05-19,First-come-first-serve,2016-17,,Magway,Min Hla,Shan Tet,
,, 0.54 ,2015-05-20,074/2015,Coal,Goal Grade Galaxy,,2016-05-19,First-come-first-serve,2016-17,,Magway,Min Hla,Myot Thit,
,, 0.66 ,2015-03-05,048/2015,Coal,"Htoo Khant Co., Ltd",,2016-03-04,First-come-first-serve,2016-17,,Magway,Min Hla,Shan Tet,
,, 0.40 ,2015-04-29,058/2015,Coal,Kabar Htoe Hwin Amyin,,2016-04-28,First-come-first-serve,2016-17,,Magway,Min Hla,Kan Ma,
,, 0.27 ,2015-07-15,093/2015,Coal,"Htun Yazar Mining Co.,Ltd",,2016-07-14,First-come-first-serve,2016-17,,Magway,Saw,Kyayk Twal,
,, 0.12 ,2015-08-26,0090/2015,Iron,Linn Htet Taung Kyar ,,2016-08-25,First-come-first-serve,2016-17,,Magway,Htee Linn,Kyar Kae,
,, 0.16 ,2015-08-26,0091/2015,Iron,Linn Htet Taung Kyar ,,2016-08-25,First-come-first-serve,2016-17,,Magway,Htee Linn,Kyar Kae,
,, 0.12 ,2015-08-26,0092/2015,Iron,Linn Htet Taung Kyar ,,2016-08-25,First-come-first-serve,2016-17,,Magway,Htee Linn,Kyar Kae,
,, 0.84 ,2015-09-09,110/2015,Coal,"Dana Ta Kone Co.,Ltd",,2016-09-08,First-come-first-serve,2016-17,,Magway,Min Hla,San kan,
,, 0.84 ,2015-09-09,111/2015,Coal,"Dana Ta Kone Co.,Ltd",,2016-09-08,First-come-first-serve,2016-17,,Magway,Min Hla,San kan,
,, 0.84 ,2015-09-09,112/2015,Coal,"Dana Ta Kone Co.,Ltd",,2016-09-08,First-come-first-serve,2016-17,,Magway,Min Hla,San kan,
,, 0.75 ,2015-09-30,120/2015,Coal,"Kaung Thet Co.,Ltd",,2016-09-29,First-come-first-serve,2016-17,,Magway,Kan Ma,Thar Ki,
,, 0.75 ,2015-09-30,121/2015,Coal,"Kaung Thet Co.,Ltd",,2016-09-29,First-come-first-serve,2016-17,,Magway,Kan Ma,Thar Ki,
,, 0.20 ,2015-10-20,110/2015,Lead and Associated,"Perfect Skill Group Co.,Ltd",,2016-10-19,First-come-first-serve,2016-17,,Magway,Htee Linn,Kyar Kae,
,, 0.20 ,2015-10-20,111/2015,Lead and Associated,"Perfect Skill Group Co.,Ltd",,2016-10-19,First-come-first-serve,2016-17,,Magway,Htee Linn,Kyar Kae,
,, 0.20 ,2015-10-20,112/2015,Lead and Associated,"Perfect Skill Group Co.,Ltd",,2016-10-19,First-come-first-serve,2016-17,,Magway,Htee Linn,Kyar Kae,
,, 0.20 ,2015-10-20,113/2015,Lead and Associated,"Perfect Skill Group Co.,Ltd",,2016-10-19,First-come-first-serve,2016-17,,Magway,Htee Linn,Kyar Kae,
,, 0.18 ,2015-10-20,114/2015,Lead and Associated,"Perfect Skill Group Co.,Ltd",,2016-10-19,First-come-first-serve,2016-17,,Magway,Htee Linn,Kyar Kae,
,, 0.22 ,2015-11-11,142/2015,Limestone,Mother Industry ,,2016-11-10,First-come-first-serve,2016-17,,Magway,Kan Ma,PalKya,
,, 0.31 ,2015-11-11,143/2015,Limestone,Mother Industry ,,2016-11-10,First-come-first-serve,2016-17,,Magway,Kan Ma,PalKya,
,, 0.21 ,2015-11-11,144/2015,Limestone,Mother Industry ,,2016-11-10,First-come-first-serve,2016-17,,Magway,Kan Ma,PalKya,
,, 0.28 ,2015-11-11,145/2015,Limestone,Mother Industry ,,2016-11-10,First-come-first-serve,2016-17,,Magway,Kan Ma,PalKya,
,, 0.87 ,2016-01-20,007/2016,Coal,"Shwe Bumi Co.,Ltd",,2017-01-19,First-come-first-serve,2016-17,,Magway,GanGaw,Myin Thar,
,, 0.93 ,2016-01-20,011/2016,Coal,"Naing TaKone Co.,Ltd",,2017-01-19,First-come-first-serve,2016-17,,Magway,GanGaw,Myin Thar,
,, 0.77 ,2016-01-20,008/2016,Coal,"Zabu Thit Co.,Ltd",,2017-01-19,First-come-first-serve,2016-17,,Magway,Min Tone,MyuntWa,
,, 0.65 ,2016-01-20,009/2016,Coal,"Pyi Thit Naing Co.,Ltd",,2017-01-19,First-come-first-serve,2016-17,,Magway,Pauk,Taung Cho,
,, 0.55 ,2016-01-20,010/2016,Coal,"Pyi Thit Naing Co.,Ltd",,2017-01-19,First-come-first-serve,2016-17,,Magway,Pauk,Taung Cho,
,, 0.20 ,2015-10-22,0048/2013,Quartzite,"Myanmar Pioneer Star Family Co.,Ltd",,2016-10-21,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Yaeyour,
,, 1.87 ,2015-06-13,0250/2013,Copper,"Zabu Talu Co.,Ltd",,2016-06-12,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Pyouk Sate Pin,
,, 9.36 ,2014-08-29,1/2014,Antimony,"Geo Pro Mining 
Sea Ltd",,2018-08-28,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Lae Pyin,
,, 0.20 ,2015-10-09,051/2014,Coal,"Shwe Pouk Pin 
Co.,Ltd",,2016-10-08,First-come-first-serve,2016-17,,Mandalay,Kyaukse,War Youak,
,, 0.20 ,2015-10-09,052/2014,Coal,"Shwe Pouk Pin 
Co.,Ltd",,2016-10-08,First-come-first-serve,2016-17,,Mandalay,Kyaukse,War Youak,
,, 0.20 ,2015-10-09,053/2014,Coal,"Shwe Pouk Pin 
Co.,Ltd",,2016-10-08,First-come-first-serve,2016-17,,Mandalay,Kyaukse,War Youak,
,, 0.20 ,2015-10-09,054/2014,Coal,"Shwe Pouk Pin 
Co.,Ltd",,2016-10-08,First-come-first-serve,2016-17,,Mandalay,Kyaukse,War Youak,
,, 0.20 ,2015-10-09,055/2014,Coal,"Shwe Pouk Pin 
Co.,Ltd",,2016-10-08,First-come-first-serve,2016-17,,Mandalay,Kyaukse,War Youak,
,, 0.20 ,2015-10-09,056/2014,Coal,"Shwe Pouk Pin 
Co.,Ltd",,2016-10-08,First-come-first-serve,2016-17,,Mandalay,Kyaukse,War Youak,
,, 0.20 ,2015-10-09,057/2014,Coal,"Shwe Pouk Pin 
Co.,Ltd",,2016-10-08,First-come-first-serve,2016-17,,Mandalay,Kyaukse,War Youak,
,, 0.20 ,2015-10-09,058/2014,Coal,"Shwe Pouk Pin 
Co.,Ltd",,2016-10-08,First-come-first-serve,2016-17,,Mandalay,Kyaukse,War Youak,
,, 0.20 ,2015-12-31,0172/2014,Antimony,"Aung Myo Htet Family 
Co.,Ltd",,2016-12-30,First-come-first-serve,2016-17,,Mandalay,ThaZi,YaePuyour,
,, 0.16 ,2015-12-31,0173/2014,Antimony,"Aung Myo Htet Family 
Co.,Ltd",,2016-12-30,First-come-first-serve,2016-17,,Mandalay,ThaZi,YaePuyour,
,, 0.20 ,2015-12-31,0174/2014,Antimony,"Aung Myo Htet Family 
Co.,Ltd",,2016-12-30,First-come-first-serve,2016-17,,Mandalay,ThaZi,YaePuyour,
,, 0.17 ,2015-12-31,0175/2014,Antimony,"Aung Myo Htet Family 
Co.,Ltd",,2016-12-30,First-come-first-serve,2016-17,,Mandalay,ThaZi,YaePuyour,
,, 0.17 ,2015-12-31,0176/2014,Antimony,"Aung Myo Htet Family 
Co.,Ltd",,2016-12-30,First-come-first-serve,2016-17,,Mandalay,ThaZi,YaePuyour,
,, 0.10 ,2015-01-21,0016/2015,Quartzite,"SWH Co.,Ltd",,2016-01-20,First-come-first-serve,2016-17,,Mandalay,Myittar,Pwallone Kyaw,
,, 0.03 ,2015-12-10,075/2014,Barite,"Eden Energy & Natural Resource Co.,Ltd",,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Kyaukse,MonPinAuit,
,, 0.03 ,2015-12-10,076/2014,Barite,"Eden Energy & Natural Resource Co.,Ltd",,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Da hattaw,
,, 0.05 ,2015-12-10,077/2014,Barite,"Eden Energy & Natural Resource Co.,Ltd",,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Lat pantaw,
,, 0.05 ,2015-12-10,078/2014,Barite,"Eden Energy & Natural Resource Co.,Ltd",,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Byittawyae,
,, 0.03 ,2015-12-10,079/2014,Barite,"Eden Energy & Natural Resource Co.,Ltd",,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Inngyintaw,
,, 55.66 ,2015-08-29,0299/2013,Gold,"Myut Kyun Thu Ma Ma Co.,Ltd",,2016-08-28,First-come-first-serve,2016-17,,Mandalay,Yamethin,takone khin tan,
,, 0.17 ,2015-02-04,023/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-03,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.17 ,2015-02-04,024/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-03,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.20 ,2015-02-04,025/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-03,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.08 ,2015-02-04,027/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-03,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.20 ,2015-02-04,028/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-03,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.20 ,2015-02-04,029/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-03,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.08 ,2015-02-04,022/2015,Limestone,"Sayar Gyi Resources Co.,Ltd",,2016-02-03,First-come-first-serve,2016-17,,Mandalay,Myittar,Wout Lae Taw,
,, 0.56 ,2015-02-19,037/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-18,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.50 ,2015-02-19,038/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-18,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.34 ,2015-02-19,039/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-18,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.33 ,2015-02-19,040/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-02-18,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.57 ,2015-05-13,071/2015,Clay,"Shwe Taung Mining Co.,Ltd",,2016-05-12,First-come-first-serve,2016-17,,Mandalay,ThaZi,Yinmarpin,
,, 0.20 ,2015-05-27,0048/2015,Copper,"Sein Lae Taung Co.,Ltd",,2016-05-26,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Baw Taung,
,, 0.20 ,2015-05-27,0049/2015,Copper,"Sein Lae Taung Co.,Ltd",,2016-05-26,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Baw Taung,
,, 0.20 ,2015-05-27,0050/2015,Copper,"Sein Lae Taung Co.,Ltd",,2016-05-26,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Baw Taung,
,, 0.20 ,2015-05-27,0051/2015,Copper,"Sein Lae Taung Co.,Ltd",,2016-05-26,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Baw Taung,
,, 0.59 ,2015-06-24,083/2015,Limestone,"Than Taw Myat Co.,Ltd",,2016-06-23,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Htion Taung,
,, 0.08 ,2015-07-15,086/2015,Limestone,"Amyal Linn Lat Nay Taw Taung Co.,Ltd",,2016-07-14,First-come-first-serve,2016-17,,Mandalay,matayar,Taung Kan,
,, 0.15 ,2015-07-15,087/2015,Bauxite,"Shwe Taung Mining Co.,Ltd",,2016-07-14,First-come-first-serve,2016-17,,Mandalay,ThaZi,Pyi Nyunt,
,, 0.08 ,2015-07-15,088/2015,Bauxite,"Shwe Taung Mining Co.,Ltd",,2016-07-14,First-come-first-serve,2016-17,,Mandalay,ThaZi,Pyi Nyunt,
,, 0.75 ,2015-09-02,108/2015,Coal,"Ngwe Sat Kyar Kaung Kin Co.,Ltd",,2016-09-01,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.75 ,2015-09-02,109/2015,Coal,"Ngwe Sat Kyar Kaung Kin Co.,Ltd",,2016-09-01,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.16 ,2015-10-14,124/2015,Feldspar,Aung Kway Pyar Industry,,2016-10-15,First-come-first-serve,2016-17,,Mandalay,ThaZi,Hlaing Tat,
,, 0.04 ,2015-10-14,125/2015,Feldspar,Aung Kway Pyar Industry,,2016-10-15,First-come-first-serve,2016-17,,Mandalay,ThaZi,Hlaing Tat,
,, 0.24 ,2015-10-14,132/2015,Coal,"Thu Ka Pan Thu Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.19 ,2015-10-14,133/2015,Coal,"Thu Ka Pan Thu Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.18 ,2015-10-14,134/2015,Coal,"Thu Ka Pan Thu Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.12 ,2015-10-14,135/2015,Coal,"Thu Ka Pan Thu Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.15 ,2015-10-14,126/2015,Coal,"Eaint Thadar Aung Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.27 ,2015-10-14,127/2015,Coal,"Eaint Thadar Aung Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.69 ,2015-10-14,128/2015,Coal,"Eaint Thadar Aung Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.36 ,2015-10-14,136/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.36 ,2015-10-14,137/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.20 ,2015-10-14,0123/2015,Clay,"Myanmar Pioneer Star Family Co.,Ltd",,2016-10-13,First-come-first-serve,2016-17,,Mandalay,Kyauk Ta Kar,Kyaukpandung,
,, 0.35 ,2015-10-20,140/2015,Limestone,"Hlan Wai Mining Co., Ltd",,2016-10-19,First-come-first-serve,2016-17,,Mandalay,Tapatekyint,latpankone,
,, 0.35 ,2015-10-20,0138/2015,Limestone,"Asia Htoo Htet Mining Co.,Ltd",,2016-10-19,First-come-first-serve,2016-17,,Mandalay,Tapatekyint,latpankone,
,, 0.25 ,2015-10-20,0139/2015,Limestone,"Ta Kaung Wai Hin Mining Co.,Ltd",,2016-10-19,First-come-first-serve,2016-17,,Mandalay,Tapatekyint,latpankone,
,, 0.25 ,2015-11-25,149/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-11-24,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.18 ,2015-11-25,150/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-11-24,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.21 ,2015-11-25,151/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-11-24,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.21 ,2015-11-25,152/2015,Coal,"Shwe Myae Di Pa Co.,Ltd",,2016-11-24,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.08 ,2015-11-25,153/2015,Marble,"New Dawn Co.,Ltd",,2016-11-24,First-come-first-serve,2016-17,,Mandalay,Myittar,Ngwar Ku Gyi,
,, 0.15 ,2016-01-06,002/2016,Coal,"Thu Ka Pan Thu Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.10 ,2016-01-06,003/2016,Coal,"Thu Ka Pan Thu Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.06 ,2016-01-06,004/2016,Coal,"Thu Ka Pan Thu Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.07 ,2016-01-06,005/2016,Coal,"Thu Ka Pan Thu Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.20 ,2016-01-06,006/2016,Coal,"Thu Ka Pan Thu Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.66 ,2016-01-27,017/2016,Coal,Max Myanmar,,2017-01-26,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.06 ,2016-01-27,018/2016,Coal,Max Myanmar,,2017-01-26,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.23 ,2016-01-27,019/2016,Coal,Max Myanmar,,2017-01-26,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.75 ,2016-01-27,020/2016,Coal,Max Myanmar,,2017-01-26,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.19 ,2016-01-27,021/2016,Coal,Max Myanmar,,2017-01-26,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.58 ,2016-01-27,022/2016,Coal,Max Myanmar,,2017-01-26,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.99 ,2016-01-27,023/2016,Coal,Max Myanmar,,2017-01-26,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.76 ,2016-01-27,024/2016,Coal,Max Myanmar,,2017-01-26,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.35 ,2016-01-27,025/2016,Coal,Max Myanmar,,2017-01-26,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 0.08 ,2016-02-03,026/2016,Limestone,Linn Shwe Zin,,2017-02-02,First-come-first-serve,2016-17,,Mandalay,Myittar,Wout Lae Taw,
,, 0.67 ,2016-02-10,030/2016,Clay,"Shwe Taung Mining Co.,Ltd",,2017-02-09,First-come-first-serve,2016-17,,Mandalay,ThaZi,Ku Pyin,
,, 0.04 ,2016-02-17,0014/2016,Copper,"Mandalay Smile Co.,Ltd",,2017-02-16,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Baw Taung,
,, 0.92 ,2016-02-10,031/2016,Limestone,"ALT Co.,Ltd",,2017-02-09,First-come-first-serve,2016-17,,Mandalay,Tapatekyint,Thaung Pwat,
,, 0.41 ,2016-02-10,032/2016,Limestone,"ALT Co.,Ltd",,2017-02-09,First-come-first-serve,2016-17,,Mandalay,Kyaukse,Ngwa Lae Kyout,
,, 0.16 ,2016-02-17,033/2016,Coal,"Mandalay Resources Co.,Ltd",,2017-02-16,First-come-first-serve,2016-17,,Mandalay,ThaZi,Kyat Sa Khan,
,, 8.09 ,2016-02-16,0005/2016,Gold and Associated,Ruby Dragon,,2020-02-15,First-come-first-serve,2016-17,,Mandalay,Yamethin,Paung Laung,
,, 13.00 ,2015-09-26,0002/2014,Heavy Sand,Asia Mining Limited,,2016-09-25,First-come-first-serve,2016-17,,Mon,Chaung Sone,Wal Ga Laung,
,, 38.00 ,2015-09-26,0003/2014,Heavy Sand,Asia Mining Limited,,2016-09-25,First-come-first-serve,2016-17,,Mon,Chaung Sone,Wal Ga Laung,
,, 2.40 ,2015-09-26,0004/2014,Heavy Sand,Asia Mining Limited,,2016-09-25,First-come-first-serve,2016-17,,Mon,Chaung Sone,Wal Ga Laung,
,, 0.16 ,2015-11-12,0160/2014,Antimony,"Bio Green Co.,Ltd",,2016-11-11,First-come-first-serve,2016-17,,Mon,Paung,Katite,
,, 3.79 ,2016-04-22,0040/2015,Limestone,"Phyu Min Htun Co.,Ltd",,2017-04-21,First-come-first-serve,2016-17,,Mon,Tahtone,Min Lwin Taung,
,, 0.17 ,2016-01-13,0007/2016,Heavy Sand and Assoicated,"AUM Co.,Ltd",,2017-01-12,First-come-first-serve,2016-17,,Mon,Belin,Khone Nyin New,
,, 0.20 ,2015-11-18,0123/2015,Heavy Sand ,"Yae Myae Shin Co.,Ltd",,2016-11-17,First-come-first-serve,2016-17,,Yakhin,Yathae Taung,Man Gyi Chaung,
,, 0.20 ,2015-11-18,0124/2015,Heavy Sand ,"Yae Myae Shin Co.,Ltd",,2016-11-17,First-come-first-serve,2016-17,,Yakhin,Yathae Taung,Man Gyi Chaung,
,, 0.20 ,2015-11-18,0125/2015,Heavy Sand ,"Yae Myae Shin Co.,Ltd",,2016-11-17,First-come-first-serve,2016-17,,Yakhin,Yathae Taung,Man Gyi Chaung,
,, 0.14 ,2015-01-12,0228/2013,Lead and Associated,"Good Plus Star Co.,Ltd",,2016-01-11,First-come-first-serve,2016-17,,Shan,Kalaw,Baw Saing,
,, 0.15 ,2015-01-12,0229/2013,Lead and Associated,"Good Plus Star Co.,Ltd",,2016-01-11,First-come-first-serve,2016-17,,Shan,Kalaw,Baw Saing,
,, 0.20 ,2015-01-18,0232/2013,Lead and Associated,"Southern Shan Mining Co.,Ltd",,2016-01-17,First-come-first-serve,2016-17,,Shan,Kalaw,Baw Saing,
,, 0.20 ,2015-10-30,0296/2013,Tin and Tungsten ,"Ruby Dragon Mining Co.,Ltd",,2016-10-29,First-come-first-serve,2016-17,,Shan,Pinlaung,Thapyaekone,
,, 0.20 ,2015-10-30,0297/2013,Tin and Tungsten ,"Ruby Dragon Mining Co.,Ltd",,2016-10-29,First-come-first-serve,2016-17,,Shan,Pinlaung,Thapyaekone,
,, 0.20 ,2015-11-26,0313/2013,Tin and Tungsten ,"Kaung Tan Mining Co.,Ltd",,2016-11-25,First-come-first-serve,2016-17,,Shan,Pinlaung,Thapyaekone,
,, 0.20 ,2015-11-26,0314/2013,Tin and Tungsten ,"Kaung Tan Mining Co.,Ltd",,2016-11-25,First-come-first-serve,2016-17,,Shan,Pinlaung,Thapyaekone,
,, 0.20 ,2015-11-26,0315/2013,Tin and Tungsten ,"Kaung Tan Mining Co.,Ltd",,2016-11-25,First-come-first-serve,2016-17,,Shan,Pinlaung,Thapyaekone,
,, 0.20 ,2015-11-26,0316/2013,Tin and Tungsten ,"Zabu Nagar Mining Co.,Ltd",,2016-11-25,First-come-first-serve,2016-17,,Shan,Pinlaung,Taung Kya,
