Code/Ref,Company_Name_cl,License_type_cl,Commodity_cl,Area_acre_cl,Coordinates of the license area,Award_date,Expiry_date,Award_date_cl,Expiry_date_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl
001/2015,"Universal Family Co.,Ltd",Exploration,Lead & Zinc,0.2003,92 L/ 8,1/7/15,1/6/16,2015-07-01,2016-06-01,"Shan North, Mongko, Mangyat",Shan, Mongko, Mangyat
002/2015,"Universal Family Co.,Ltd",Exploration,Lead & Zinc,0.2003,92 L/ 8,1/7/15,1/6/16,2015-07-01,2016-06-01,"Shan North, Mongko, Mangyat",Shan, Mongko, Mangyat
006/2015,"Taw Win Mar New Jewellery
 Co.,Ltd",Exploration,Copper,0.2003,93 E/15,15/1/15,14/1/16,2015-01-15,2016-01-14,"Shan North, Theinni, Lwai lei",Shan, Theinni, Lwai lei
007/2015,"Taw Win Mar New Jewellery
 Co.,Ltd",Exploration,Copper,0.2003,93 E/15,15/1/15,14/1/16,2015-01-15,2016-01-14,"Shan North, Theinni, Lwai lei",Shan, Theinni, Lwai lei
0035/2015,"Great Shwe Li Co.,Ltd",Exploration,Lead,0.1497,93 E/13,25/3/15,24/3/16,2015-03-25,2016-03-24,"Shan North, Muse, Nant Mawe",Shan, Muse, Nant Mawe
0036/2015,"Great Shwe Li Co.,Ltd",Exploration,Lead,0.2003,93 E/13,25/3/15,24/3/16,2015-03-25,2016-03-24,"Shan North, Muse, Nant Mawe",Shan, Muse, Nant Mawe
0094/2013,"Fout Kaung Forts Co.,Ltd",Exploration,Tin-Tungstem,0.0445,"93 E/13 - (72468060, 72498048, 72518049, 72538061)",12/11/13,12/10/14,2013-11-12,2014-10-12,"Shan North, Muse, Naung Kaw",Shan, Muse, Naung Kaw
0095/2013,"Fout Kaung Forts Co.,Ltd",Exploration,Tin-Tungstem,0.0445,"93 E/13 - (72468043, 72658009, 72708010, 72518048)",12/11/13,12/10/14,2013-11-12,2014-10-12,"Shan North, Muse, Naung Kaw",Shan, Muse, Naung Kaw
030/2011,Shwe Myint Bone San Mining,Exploration,Manganese,0.2003,93 P/14,30/3/12,29/9/12,2012-03-30,2012-09-29,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon
031/2011,Shwe Myint Bone San Mining,Exploration,Manganese Dioxide,0.2003,93 P/14,30/3/12,29/9/12,2012-03-30,2012-09-29,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon
032/2011,Shwe Myint Bone San Mining,Exploration,Manganese Dioxide,0.2003,93 P/14,30/3/12,29/9/12,2012-03-30,2012-09-29,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon
033/2011,Shwe Myint Bone San Mining,Exploration,Manganese Dioxide,0.2003,93 P/14,30/3/12,29/9/12,2012-03-30,2012-09-29,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon
0213/2011,May Flower Mining Enterprise,Exploration,Gold,0.2003,93 P/14,26/8/14,25/8/14,2014-08-26,2014-08-25,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon
0214/2011,May Flower Mining Enterprise,Exploration,Gold,0.2003,93 P/14,26/8/14,25/8/14,2014-08-26,2014-08-25,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon
0215/2011,May Flower Mining Enterprise,Exploration,Gold,0.2003,93 P/14,26/8/14,25/8/14,2014-08-26,2014-08-25,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon
0216/2011,May Flower Mining Enterprise,Exploration,Gold,0.2003,93 P/14,26/8/14,25/8/14,2014-08-26,2014-08-25,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon
0217/2011,May Flower Mining Enterprise,Exploration,Gold,0.2003,93 P/14,26/8/14,25/8/14,2014-08-26,2014-08-25,"Shan East, Tachilik, Mongwon",Shan, Tachilik, Mongwon
0221/2011,"Shwe Theik San Co.,Ltd",Exploration,Lead,0.2003,"93 L/15 - (805705, 805701, 810701, 810705)",17/4/13,16/4/13,2013-04-17,2013-04-16,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0222/2011,"Shwe Theik San Co.,Ltd",Exploration,Lead,0.2003,"93 L/15 - (805700, 805696, 810696, 810700)",17/4/13,16/4/13,2013-04-17,2013-04-16,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0223/2011,"Shwe Theik San Co.,Ltd",Exploration,Lead,0.2003,"93 L/15 - (800700, 800696, 804696, 804700)",17/4/13,16/4/13,2013-04-17,2013-04-16,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0224/2011,"Shwe Theik San Co.,Ltd",Exploration,Lead,0.2003,"93 L/15 - (800695, 800690, 804690, 804695)",17/4/13,16/4/13,2013-04-17,2013-04-16,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0225/2011,"Shwe Theik San Co.,Ltd",Exploration,Lead,0.2003,"93 L/15 - (805695, 805690, 810690, 810695)",17/4/13,16/10/13,2013-04-17,2013-10-16,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0276/2011,"Shwe Moung Than Mining Co.,Ltd",Exploration,Tin-Tungstem,0.197,93 P/7 - (154702 to 154693) (158696 to 154694) (158696 to 164696)(158699 to 162698)(156703 to 16700)(162712 to 163702)(167708 to 175705)(163702 to 162698)(157717 to 177695) (170704 to 167680),25/5/13,24/5/14,2013-05-25,2014-05-24,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0216/2012,"Winner Super Diamond Mining
Co.,Ltd",Exploration,Iron,0.0607,"102 C/8 - (474680, 476682, 474683, 473681)",11/8/14,11/7/15,2014-08-11,2015-07-11,"Shan East, Mongyong, Wontap",Shan, Mongyong, Wontap
0217/2012,"Winner Super Diamond Mining
Co.,Ltd",Exploration,Iron,0.0607,"201 C/8 - (477672,476675, 473675)",11/8/14,11/7/15,2014-08-11,2015-07-11,"Shan East, Mongyong, Wontap",Shan, Mongyong, Wontap
0218/2012,"Winner Super Diamond Mining
Co.,Ltd",Exploration,Iron,0.0809,"102 C/8 - (475669, 475671, 472673, 471671)",11/8/14,11/7/15,2014-08-11,2015-07-11,"Shan East, Mongyong, Wontap",Shan, Mongyong, Wontap
019/2013,"KBZ Power Industires Co.,Ltd",Exploration,Coal,0.2003,"93 P/14 - (822917, 826917, 826915, 829915, 829911, 827913, 822913)",15/5/14,14/11/14,2014-05-15,2014-11-14,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe
010/2013,"KBZ Power Industires Co.,Ltd",Exploration,Coal,0.2003,"93 P/14 - (829915, 836912, 836909, 833909, 833910, 829911)",15/5/14,14/11/14,2014-05-15,2014-11-14,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe
0027/2013,"Myanmar Refershing Co.,Ltd",Exploration,Manganese Dioxide,0.2003,"93 P/10+14 - (699955, 702958, 707954, 705951)",29/8/14,28/8/15,2014-08-29,2015-08-28,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe
0028/2013,"Myanmar Refershing Co.,Ltd",Exploration,Manganese Dioxide,0.2003,"93 P/10+14 - (702958, 706961, 711956, 706955)",29/8/14,28/8/15,2014-08-29,2015-08-28,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe
0029/2013,"Myanmar Refershing Co.,Ltd",Exploration,Manganese Dioxide,0.2003,"93 P/10+14 - (706961, 710963, 714958, 713958, 711956)",29/8/14,28/8/15,2014-08-29,2015-08-28,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe
0030/2013,"Myanmar Refershing Co.,Ltd",Exploration,Manganese Dioxide,0.2003,"93 P/10+14 - (710963, 713965, 717960, 714958)",29/8/14,28/8/15,2014-08-29,2015-08-28,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe
0031/2013,"Myanmar Refershing Co.,Ltd",Exploration,Manganese Dioxide,0.2003,"93 P/10+14 - (713965, 716967, 721962, 720962, 717960)",29/8/14,28/8/15,2014-08-29,2015-08-28,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe
0032/2013,"Myanmar Refershing Co.,Ltd",Exploration,Manganese Dioxide,0.2003,"93 P/10+14 - (716967, 720969, 724964, 721962)",29/8/14,28/8/15,2014-08-29,2015-08-28,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe
0033/2013,"Myanmar Refershing Co.,Ltd",Exploration,Manganese Dioxide,0.2003,"93 P/10+14 - (720969, 724971, 727966, 724964)",29/8/14,28/8/15,2014-08-29,2015-08-28,"Shan East, Tachilik, Monghe",Shan, Tachilik, Monghe
0265/2013,Soe Myint Waddi,Exploration,Antimony,0.2003,"93L/15 - (742700, 747700, 747695, 742695)",25/9/14,24/9/15,2014-09-25,2015-09-24,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0266/2013,Soe Myint Waddi,Exploration,Antimony,0.2003,"93L/15 - (750687, 755687, 755682, 750682)",25/9/14,24/9/15,2014-09-25,2015-09-24,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0267/2013,Soe Myint Waddi,Exploration,Antimony,0.2003,"93L/15 - (757687, 762687, 762682, 757682)",25/9/14,24/9/15,2014-09-25,2015-09-24,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0268/2013,Soe Myint Waddi,Exploration,Antimony,0.2003,"93L/15 - (743678, 748678, 748673, 743673)",25/9/14,24/9/15,2014-09-25,2015-09-24,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0269/2013,Soe Myint Waddi,Exploration,Antimony,0.2003,"93L/15 - (748668, 753668, 753663, 748663)",25/9/14,24/9/15,2014-09-25,2015-09-24,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0270/2013,"Quartz Seven Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10 - (573864, 579864, 579860, 573860)",10/2/14,10/1/15,2014-02-10,2015-01-10,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0271/2013,"Quartz Seven Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10 - (580864, 586864, 586860, 580860)",10/2/14,10/1/15,2014-02-10,2015-01-10,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0272/2013,"Quartz Seven Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10 - (575859, 581859, 581855, 575855)",10/2/14,10/1/15,2014-02-10,2015-01-10,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0318/2013,"Yine Yoat Mining Co.,Ltd",Exploration,Antimony,0.0999,"93L/15 - (763747, 757747, 757751, 763751)",26/11/14,25/11/15,2014-11-26,2015-11-25,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0319/2013,"Yine Yoat Mining Co.,Ltd",Exploration,Antimony,0.1999,"93L/15 - (763753, 757753, 757757, 763757)",26/11/14,25/11/15,2014-11-26,2015-11-25,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
004/2014,"Shwe Larhu Co.,Ltd",Exploration,Antimony,0.2003,"93L/15 - (810716, 815716, 815711, 810711)",1/8/15,1/7/16,2015-08-01,2016-07-01,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
005/2014,"Shwe Larhu Co.,Ltd",Exploration,Antimony,0.2003,"93L/15 - (816715, 821715, 822710, 817710)",1/8/15,1/7/16,2015-08-01,2016-07-01,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
006/2014,"Shwe Larhu Co.,Ltd",Exploration,Antimony,0.2003,93L/15,1/8/14,1/7/15,2014-08-01,2015-07-01,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
007/2014,"Shwe Larhu Co.,Ltd",Exploration,Antimony,0.2003,93L/15,1/8/14,1/7/15,2014-08-01,2015-07-01,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
008/2014,"Shwe Larhu Co.,Ltd",Exploration,Antimony,0.2003,"93 L/15 - (746763, 751763, 751758, 746758)",1/8/15,1/7/16,2015-08-01,2016-07-01,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
009/2014,"Shwe Larhu Co.,Ltd",Exploration,Antimony,0.2003,"93 L/15 - (752763, 757763, 757758, 752758)",1/8/15,1/7/16,2015-08-01,2016-07-01,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon
0037/2014,Hnin Hnin Lwin,Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (576016, 580016, 580010, 576010)",3/4/14,3/3/15,2014-04-03,2015-03-03,"Shan East, Mongton, Mongkannwe",Shan, Mongton, Mongkannwe
0038/2014,Hnin Hnin Lwin,Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (575008, 579008, 579002, 575002)",3/4/14,3/3/15,2014-04-03,2015-03-03,"Shan East, Mongton, Mongkannwe",Shan, Mongton, Mongkannwe
0039/2014,Hnin Hnin Lwin,Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (573000, 577000, 577995, 573994)",3/4/14,3/3/15,2014-04-03,2015-03-03,"Shan East, Mongton, Mongkannwe",Shan, Mongton, Mongkannwe
0060/2014,Myanmar Horbone Mining,Exploration,Iron,2.0235,"102 C/8 - (427694, 438694, 438717, 427717)",3/6/14,3/5/16,2014-06-03,2016-05-03,"Shan East, Mongyong, Hwaypha",Shan, Mongyong, Hwaypha
0042/2014,"Kya Kyate Lon Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10 - (554875, 558875, 558869, 554869)",26/3/14,25/3/15,2014-03-26,2015-03-25,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0043/2014,"Kya Kyate Lon Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10 - (560875, 564875, 564869, 560869)",26/3/14,25/3/15,2014-03-26,2015-03-25,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0044/2014,"Kya Kyate Lon Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10 - (566875, 570875, 572869, 566869)",26/3/14,25/3/15,2014-03-26,2015-03-25,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0072/2014,"Loiphara Co.,Ltd",Exploration,Tin-Tungstem,0.2007,"93 L/10+14 - (571876, 574876, 574868, 571868)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0073/2014,"Loiphara Co.,Ltd",Exploration,Tin-Tungstem,0.2007,"93 L/10+14 - (573867, 585867, 585865, 573865)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0074/2014,"Loiphara Co.,Ltd",Exploration,Tin-Tungstem,0.2007,"93 L/10+14 - (566867, 572867, 572863, 566863)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0075/2014,"Loiphara Co.,Ltd",Exploration,Tin-Tungstem,0.2007,"93 L/10+14 - (571881, 579881, 579878, 571878)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0096/2014,Pyae Phyo Kywe,Exploration,Tin-Tungstem,0.2006,"93 L/10+14 - (577022, 581022, 581017, 577017)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin
0097/2014,Pyae Phyo Kywe,Exploration,Tin-Tungstem,0.2006,"93 L/10+14 - (583016, 587016, 587010, 583010)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin
0098/2014,Pyae Phyo Kywe,Exploration,Tin-Tungstem,0.2006,"93 L/10+14 - (589015, 593015, 593009, 589009)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin
0099/2014,Pyae Phyo Kywe,Exploration,Tin-Tungstem,0.2006,"93 L/10+14 - (576842, 580842, 580836, 576836)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin
0100/2014,Pyae Phyo Kywe,Exploration,Tin-Tungstem,0.2006,"93 L/10+14 - (581847, 585847, 585841, 581841)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin
0101/2014,Pyae Phyo Kywe,Exploration,Tin-Tungstem,0.2006,"93 L/10+14 - (581840, 585840, 585834, 581834)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin
0117/2014,"Royal  Light  Ron Ann Co.,Ltd",Exploration,Iron,2.0235,"102 C/8 - (403689, 403672, 389665, 389681, 398689)",19/6/14,18/6/16,2014-06-19,2016-06-18,"Shan East, Mongyong, Hwepha",Shan, Mongyong, Hwepha
0124/2014,"Aung Lan Dagon Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (587996, 592998, 595996, 588992)",19/8/14,18/8/15,2014-08-19,2015-08-18,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0125/2014,"Aung Lan Dagon Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (587996, 592998, 595996, 588992)",19/8/14,18/8/15,2014-08-19,2015-08-18,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0158/2014,"Sai Wanna Mining Co.,Ltd",Exploration,Lead Zinc,0.1902,93 L/14,22/10/14,21/10/15,2014-10-22,2015-10-21,"Shan East, Tachilik, Mongkoe",Shan, Tachilik, Mongkoe
0150/2014,"Golden Tiger White Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (568862, 572862, 572856, 568856)",22/10/14,21/10/15,2014-10-22,2015-10-21,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0151/2014,"Golden Tiger White Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (568855, 574855, 574851, 568851)",22/10/14,21/10/15,2014-10-22,2015-10-21,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0152/2014,"Golden Tiger White Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (576854, 582854, 582850, 576850)",22/10/14,21/10/15,2014-10-22,2015-10-21,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0153/2014,"Tat Tun Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (565900, 569900, 569894, 565894)",22/10/14,21/10/15,2014-10-22,2015-10-21,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin
0154/2014,"Tat Tun Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (572901, 576901, 576895, 572895)",22/10/14,21/10/15,2014-10-22,2015-10-21,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin
0155/2014,"Tat Tun Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (570894, 578894, 578891, 570891)",22/10/14,21/10/15,2014-10-22,2015-10-21,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin
0156/2014,"Tat Tun Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (565893, 569893, 569887, 565887)",22/10/14,21/10/15,2014-10-22,2015-10-21,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin
0157/2014,"Tat Tun Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (571890, 575890, 575884, 571884)",22/10/14,21/10/15,2014-10-22,2015-10-21,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin
0168/2014,"Loiphara Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (599969, 603969, 603963, 599963)",24/12/14,23/23/2015,2014-12-24,2016-11-23,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin
0169/2014,"Loiphara Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (600996, 606996, 606992, 600992)",24/12/14,23/23/2015,2014-12-24,2016-11-23,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin
0170/2014,"Loiphara Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (600990, 606990, 606986, 600986)",24/12/14,23/23/2015,2014-12-24,2016-11-23,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin
0171/2014,"Loiphara Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 L/10+14 - (607999, 610999, 610991, 607991)",24/12/14,23/23/2015,2014-12-24,2016-11-23,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin
031/2015,"Nam Yun Mining Co.,Ltd",Exploration,Manganese Dioxide,0.2003,93 P/13,2/11/15,2/10/06,2015-11-02,2006-10-02,"Shan East, Mong Phyt , Nam Nan",Shan, Mong Phyt , Nam Nan
032/3015,"Nam Yun Mining Co.,Ltd",Exploration,Manganese Dioxide,0.2003,93 P/13,2/11/15,2/10/06,2015-11-02,2006-10-02,"Shan East, Mong Phyt , Nam Nan",Shan, Mong Phyt , Nam Nan
033/3015,"Nam Yun Mining Co.,Ltd",Exploration,Manganese Dioxide,0.2003,93 P/13,2/11/15,2/10/06,2015-11-02,2006-10-02,"Shan East, Mong Phyt , Nam Nan",Shan, Mong Phyt , Nam Nan
034/2015,"Nam Yun Mining Co.,Ltd",Exploration,Manganese Dioxide,0.2003,93 P/13,2/11/15,2/10/06,2015-11-02,2006-10-02,"Shan East, Mong Phyt , Nam Nan",Shan, Mong Phyt , Nam Nan
032/2015,"Kaung Min Co.,Ltd",Exploration,Tin-Tungstem,0.2003,93 L/14,3/12/15,3/10/16,2015-12-03,2016-10-03,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan
0182/2012,"Yadanar Zayar Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/ 7 - (917798, 922790, 922785, 917785)",9/1/13,21/8/14,2013-01-09,2014-08-21,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye
0184/2012,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,Antimony,0.2003,93 H/ 5,14/3/14,13/3/15,2014-03-14,2015-03-13,"Shan
(South), Hopone, Kyauk tan",Shan, Hopone, Kyauk tan
0185/2012,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,Antimony,0.2003,93 H/ 5,14/3/14,13/3/15,2014-03-14,2015-03-13,"Shan
(South), Hopone, Kyauk tan",Shan, Hopone, Kyauk tan
0195/2012,"Kaung Tan Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/ 16 - (430485, 435485, 435480, 430480)",10/2/13,10/1/14,2013-02-10,2014-01-10,"Shan
(South), Yatsouk, Yantwinngakyaung",Shan, Yatsouk, Yantwinngakyaung
0196/2012,"Kaung Tan Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/ 16 - (430479, 435479, 435475, 430475)",10/2/13,10/1/14,2013-02-10,2014-01-10,"Shan
(South), Yatsouk, Yantwinngakyaung",Shan, Yatsouk, Yantwinngakyaung
0197/2012,"6 Flowr Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 H/ 5 - (948167, 948170, 957170, 957167)",30/9/13,10/1/14,2013-09-30,2014-01-10,"Shan
(South), Hopone, Sangaw",Shan, Hopone, Sangaw
0222/2012,"Shwe Sin Aung Myay Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 D/9 - (174447, 178447, 178442, 174442)",11/8/13,11/7/14,2013-08-11,2014-07-11,"Shan
(South), Kalaw, Bawsin",Shan, Kalaw, Bawsin
0227/2012,"Shwe Sin Aung Myay Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 D/ 14 - (403995, 408995, 408990, 403990)",23/5/14,22/5/15,2014-05-23,2015-05-22,"Shan
(South), Kalaw, Bawsin",Shan, Kalaw, Bawsin
0228/2012,"Shwe Sin Aung Myay Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"93 D/14 - (395995, 402995, 395992, 402992)",23/5/14,22/5/15,2014-05-23,2015-05-22,"Shan
(South), Kalaw, Bawsin",Shan, Kalaw, Bawsin
0235/2012,"Ruby Dragon Mining Co.,Ltd",Exploration,Antimony,3.9984,"93 G/4 - Block (1)(625551, 630551, 630546, 625546) & Block (2)(625557, 628557, 628551, 625551) 93 H/ 5+6 - Block (3)(931153, 934151, 932147, 927149) Block(4) (935150, 939147, 936143, 933146)& Block (5)(917156, 922153, 919149, 915152)",22/11/14,21/11/15,2014-11-22,2015-11-21,"Shan
(South), Yatsouk, Yantwinngakyaung",Shan, Yatsouk, Yantwinngakyaung
0040/2013,"Tain Shwim Mining Co.,Ltd",Exploration,Coal,0.1862,"93 D/9 - (066162, 071162, 071157, 066157)",18/9/14,17/9/15,2014-09-18,2015-09-17,"Shan
(South), Kalaw, Naung Ye",Shan, Kalaw, Naung Ye
0041/2013,"Tain Shwim Mining Co.,Ltd",Exploration,Coal,0.1862,"93 D/9 - (068152, 073152, 073157, 068157)",18/9/14,17/9/15,2014-09-18,2015-09-17,"Shan
(South), Kalaw, Naung Ye",Shan, Kalaw, Naung Ye
0046/2013,"Loi Lein Mining Co.,Ltd",Exploration,Coal,0.2003,"93 K/5 - (100359, 105359, 105365, 100365)",10/9/14,10/8/14,2014-09-10,2014-08-10,"Shan
(South), Mongsu, Hypa",Shan, Mongsu, Hypa
0047/2013,"Loi Lein Mining Co.,Ltd",Exploration,Coal,0.2003,"93 K/5 - (095349, 099349, 099355, 095355)",10/9/14,10/8/14,2014-09-10,2014-08-10,"Shan
(South), Mongsu, Hypa",Shan, Mongsu, Hypa
0056/2013,"Pyae Lyan Paing Mining Co.,Ltd",Exploration,Lead,0.2003,"93D/13 - (396417, 400417, 400413, 398",8/6/14,8/5/15,2014-06-08,2015-05-08,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0057/2013,"Shwe Htee Yeik Mining Co.,Ltd",Exploration,Lead,0.2003,"93 D/ 16 - (351482, 352486, 357486, 356481)",8/6/14,8/5/15,2014-06-08,2015-05-08,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0060/2013,"Thar Su Mining Co.,Ltd",Exploration,Coal,0.2003,"93 D/9 - (021164, 026164, 026159, 021159)",12/11/13,12/10/14,2013-11-12,2014-10-12,"Shan
(South), Kalaw, Wat Phyu",Shan, Kalaw, Wat Phyu
0061/2013,"Thar Su Mining Co.,Ltd",Exploration,Coal,0.2003,"93 D/9 - (027170, 029170, 029160, 027160)",12/11/13,12/10/14,2013-11-12,2014-10-12,"Shan
(South), Kalaw, Wat Phyu",Shan, Kalaw, Wat Phyu
0080/2013,"Shwe Li Mahar Co.,Ltd",Exploration,Antimony,0.2003,"93 C/12 - (158473, 160476, 164473, 162470)",13/9/14,9/12/15,2014-09-13,2015-12-09,"Shan
(South), Pindaya, Menal Taung",Shan, Pindaya, Menal Taung
