Code/Ref,Company_Name_cl,License_type_cl,Commodity_cl,Area_acre_cl,Coordinates of the license area,Award_date,Expiry_date,Award_date_cl,Expiry_date_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl
0188/2013,"Loi Lein Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 K/5 - (090335, 095335, 095340, 090340)",10/10/14,10/9/15,2014-10-10,2015-09-10,"Shan
(South), Mongsu, Hypa",Shan, Mongsu, Hypa
0189/2013,"Loi Lein Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 K/5 - (090341, 095341, 095345, 090345)",10/10/14,10/9/15,2014-10-10,2015-09-10,"Shan
(South), Mongsu, Hypa",Shan, Mongsu, Hypa
0196/2013,Shwe Lar Taung,Exploration,Lead,0.2003,"93 C/7 - (913792, 917790, 915787, 912788)",12/11/14,12/10/15,2014-11-12,2015-10-12,"Shan
(South), Ywangan , Htoathtoye",Shan, Ywangan , Htoathtoye
0197/2013,"Nagar Khan Hti Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 G/8 - (88500, 890502, 890495, 885495)",12/11/13,12/10/14,2013-11-12,2014-10-12,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom
0198/2013,"Linn & Latt Mining Co.,Ltd",Exploration,Lead,0.2003,"93 D/13 - (337250, 342250, 342245, 337245)",12/11/13,12/10/14,2013-11-12,2014-10-12,"Shan
(South), Kalaw, Kyaukhtet",Shan, Kalaw, Kyaukhtet
0199/2013,"Linn & Latt Mining Co.,Ltd",Exploration,Lead,0.2003,"93 D/13 - (355217, 357217, 361212, 358210)",6/11/14,12/10/15,2014-11-06,2015-10-12,"Shan
(South), Kalaw, Kyaukhtet",Shan, Kalaw, Kyaukhtet
0214/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 G/4 - (875495, 880495, 880491, 875491)",19/12/14,18/12/15,2014-12-19,2015-12-18,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom
0215/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 G/4+8 - (875490, 880490, 880486, 875486)",19/12/14,18/12/15,2014-12-19,2015-12-18,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom
0216/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 G/4+8 - ( 881485, 885485, 885480, 881480)",19/12/14,18/12/15,2014-12-19,2015-12-18,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom
0228/2013,"Good Plus Star Mining Co.,Ltd",Exploration,Lead,0.1376,"93 C/16 - (409471, 411471, 414468, 414468, 409467)",1/12/15,1/11/16,2015-12-01,2016-11-01,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0229/2013,"Good Plus Star Mining Co.,Ltd",Exploration,Lead,0.1538,"93 C/ - (408466, 414466, 414464, 409464)",1/12/15,1/11/16,2015-12-01,2016-11-01,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0232/2013,"Southern Shan Mining Co.,Ltd",Exploration,Lead,0.2003,"93 D/13 - (362487, 366486, 368490, 364492)",18/1/14,17/1/15,2014-01-18,2015-01-17,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0233/2013,"Th Kha Myitta Myat Yadanar 
Mining Co.,Ltd",Exploration,Lead,0.2003,"93 H/6 - (885051, 890051, 890046, 885046)",30/7/15,29/1/16,2015-07-30,2016-01-29,"Shan
(South), Sesai, Lwal Put",Shan, Sesai, Lwal Put
0213/2013,"Shwe Htee Yeik Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 G/ 4+8 - (875450875445, 880445, 880450)",19/12/14,18/12/14,2014-12-19,2014-12-18,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0242/2013,"Shwe Htee Yeik Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/16 - (352486, 353491, 358490, 357486)",8/7/14,8/6/14,2014-07-08,2014-06-08,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0243/2013,"Shwe Lar Taung Co.,Ltd",Exploration,Lead,0.2003,"93 C/12- (062657, 066657, 066652, 062652)",8/7/14,8/6/15,2014-07-08,2015-06-08,"Shan
(South), Ywangan , KyaukPone",Shan, Ywangan , KyaukPone
0244/2013,"Shwe Lar Taung Co.,Ltd",Exploration,Lead,0.2003,"93 C/12- (067659, 071659, 071654, 067654)",8/7/14,8/6/15,2014-07-08,2015-06-08,"Shan
(South), Ywangan , KyaukPone",Shan, Ywangan , KyaukPone
0245/2013,"Shwe Lar Taung Co.,Ltd",Exploration,Lead,0.2003,"93 C/12- (071653, 075647, 075642, 071642)",8/7/14,8/6/15,2014-07-08,2015-06-08,"Shan
(South), Ywangan , KyaukPone",Shan, Ywangan , KyaukPone
0246/2013,"Shwe Lar Taung Co.,Ltd",Exploration,Lead,0.2003,"93 C/12- (070646, 075647, 075642, 071642)",8/7/14,8/6/15,2014-07-08,2015-06-08,"Shan
(South), Ywangan , KyaukPone",Shan, Ywangan , KyaukPone
0247/2013,"Shwe Lar Taung Co.,Ltd",Exploration,Lead,0.2003,"93 C/12- (065647, 069646, 070642, 065642)",8/7/14,8/6/15,2014-07-08,2015-06-08,"Shan
(South), Ywangan , KyaukPone",Shan, Ywangan , KyaukPone
0294/2013,"Asia Pacific Agriculture Co.,Ltd",Exploration,Lead,0.2003,"93 D/13 - (376430, 381430, 381425, 376425)",18/10/14,17/10/15,2014-10-18,2015-10-17,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0296/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"94 A/ 9 - (988132, 992132, 992126, 998126)",30/10/14,29/10/15,2014-10-30,2015-10-29,"Shan
(South), Pinlaung, Thapyaekon",Shan, Pinlaung, Thapyaekon
0297/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"94 A/ 9 - (993121, 998132, 998126, 993126)",30/10/14,29/10/15,2014-10-30,2015-10-29,"Shan
(South), Pinlaung, Thapyaekon",Shan, Pinlaung, Thapyaekon
0310/2013,"Sannadi Mining Co.,Ltd",Exploration,Copper,0.2003,"93 C/11 - (189983, 193985, 196981, 192979)",13/11/14,11/12/15,2014-11-13,2015-12-11,"Shan
(South), Yatsouk, Nan Lwel",Shan, Yatsouk, Nan Lwel
0311/2013,"Sannadi Mining Co.,Ltd",Exploration,Copper,0.2003,"93 C/11 - (200980, 203983, 208979, 205976)",13/11/14,11/12/15,2014-11-13,2015-12-11,"Shan
(South), Yatsouk, Nan Lwel",Shan, Yatsouk, Nan Lwel
0313/2013,"Kaung Tan Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"94 A/9 - (998117, 002117, 002112, 998112)",26/11/14,25/11/15,2014-11-26,2015-11-25,"Shan
(South), Pinlaung,Thapyaekon",Shan, Pinlaung,Thapyaekon
0314/2013,"Kaung Tan Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"94 A/9 - (012108, 016108, 016102, 012102)",26/11/14,25/11/15,2014-11-26,2015-11-25,"Shan
(South), Pinlaung,Thapyaekon",Shan, Pinlaung,Thapyaekon
0315/2013,"Kaung Tan Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"94 A/9 - (018112, 022112, 022106, 018106)",26/11/14,25/11/15,2014-11-26,2015-11-25,"Shan
(South), Pinlaung,Thapyaekon",Shan, Pinlaung,Thapyaekon
0316/2013,"Zabu Nagar Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"94 A/9 - (998111, 002111, 002105, 998105)",26/11/14,25/11/15,2014-11-26,2015-11-25,"Shan
(South), Pinlaung,Taungkya",Shan, Pinlaung,Taungkya
0317/2013,"Zabu Nagar Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,"94 A/9 - (007111, 011111, 011105, 007105)",26/11/14,25/11/15,2014-11-26,2015-11-25,"Shan
(South), Pinlaung,Taungkya",Shan, Pinlaung,Taungkya
0320/2013,"Kaung Tan Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 D/12 - (142262, 145263, 145255, 142255)",18/12/14,17/12/15,2014-12-18,2015-12-17,"Shan
(South), Pinlaung, Hteinpin",Shan, Pinlaung, Hteinpin
0321/2013,"Kaung Tan Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 D/12 - (146623, 149264, 149256, 146255)",18/12/14,17/12/15,2014-12-18,2015-12-17,"Shan
(South), Pinlaung, Hteinpin",Shan, Pinlaung, Hteinpin
0322/2013,"Kaung Tan Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 D/12 - (142254, 145254, 141248,",18/12/14,17/12/15,2014-12-18,2015-12-17,"Shan
(South), Pinlaung, Hteinpin",Shan, Pinlaung, Hteinpin
0323/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 D/12 - (149256, 149264, 153264, 154257)",18/12/14,17/12/15,2014-12-18,2015-12-17,"Shan
(South), Pinlaung, Hteinpin",Shan, Pinlaung, Hteinpin
0324/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 D/12 - (149248, 149255, 154256, 153249)",18/12/14,17/12/15,2014-12-18,2015-12-17,"Shan
(South), Pinlaung, Hteinpin",Shan, Pinlaung, Hteinpin
0016/2014,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 H/5 - (951186, 956186, 956181, 951181)",2/5/14,2/4/15,2014-05-02,2015-04-02,"Shan
(South), Hopone, Sangaw",Shan, Hopone, Sangaw
0017/2014,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 H/5 - (951180, 956180, 956175, 951175)",2/5/14,2/4/15,2014-05-02,2015-04-02,"Shan
(South), Hopone, Sangaw",Shan, Hopone, Sangaw
0018/2014,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 H/5 - (951186, 966168, 966163, 961163)",2/5/14,2/4/15,2014-05-02,2015-04-02,"Shan
(South), Hopone, Sangaw",Shan, Hopone, Sangaw
0019/2014,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 G/8 - (880480,885480, 885475, 880475)",2/5/14,2/4/15,2014-05-02,2015-04-02,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom
0020/2014,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 G/8 - (885480, 890480, 890475, 885745)",2/5/14,2/4/15,2014-05-02,2015-04-02,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom
0021/2014,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 G/8 - (880475, 885475, 885470, 880470)",2/5/14,2/4/15,2014-05-02,2015-04-02,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom
0022/2014,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,Antimony,0.2003,"93 G/8 - (885475, 890475, 890470, 885470)",2/5/14,2/4/15,2014-05-02,2015-04-02,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom
0016/2014,"Lwe Chei Nagar Mining Co.,Lt",Exploration,Coal,0.2003,"93 G/12 - (430650, 435650, 435645, 430645)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Lechar, Wunkyaung",Shan, Lechar, Wunkyaung
0017/2014,"Lwe Chei Nagar Mining Co.,Lt",Exploration,Coal,0.2003,"93 G/12 - (430645, 435645, 435640, 430640)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Lechar, Wunkyaung",Shan, Lechar, Wunkyaung
0018/2014,"Lwe Chei Nagar Mining Co.,Lt",Exploration,Coal,0.2003,"93 G/12 - (430640, 435640, 435635, 430635)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Lechar, Wunkyaung",Shan, Lechar, Wunkyaung
0019/2014,"Lwe Chei Nagar Mining Co.,Lt",Exploration,Coal,0.2003,"93 G/12 - (435650, 440650, 440645, 435645)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Lechar, Wunkyaung",Shan, Lechar, Wunkyaung
0020/2014,"Lwe Chei Nagar Mining Co.,Lt",Exploration,Coal,0.2003,"93 G/12 - (435645, 440645, 440640, 435640)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Lechar, Wunkyaung",Shan, Lechar, Wunkyaung
0021/2014,"Ngwe Pin Lon Mining Co.,Ltd",Exploration,Coal,0.5989,"93 G/12 - (203692, 210694, 204682, 212683)",5/7/14,5/6/15,2014-07-05,2015-06-05,"Shan
(South), Loi-Lin, Naung Hlaing",Shan, Loi-Lin, Naung Hlaing
025/2014,White Tiger Head,Exploration,Gypsum,0.2007,94 E/ 9,21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan
(South), Mukme, Namlut",Shan, Mukme, Namlut
0066/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (913801, 919801, 919797, 913797)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan
(South), Ywangan, Kyaukngat",Shan, Ywangan, Kyaukngat
0067/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (913801, 919801, 919797, 913797)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye
0068/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/11 - (096782, 099785, 103781, 100778)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan
(South), Ywangan, Linwe",Shan, Ywangan, Linwe
0069/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (958768, 961768, 961760, 958760)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye
0070/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (907806, 909808, 913801, 911799)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye
0071/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (910809, 912812, 916805, 914802)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye
0077/2014,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",Exploration,Lead,0.2003,"93 D/13 - (396395, 396390, 401390, 401392, 399395)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0078/2014,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (393389, 401389, 401386, 393386)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0079/2014,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (391385, 399385, 399382, 391382)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0080/2014,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (404336, 406340, 410337, 407337)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0081/2014,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (408333, 411337, 414334, 412330)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0082/2014,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (409326, 412329, 415326, 412322)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0083/2014,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (405329, 407332, 411329, 408326)",23/4/14,22/4/15,2014-04-23,2015-04-22,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0084/2014,"Wunpyae Mining Co.,Ltd",Exploration,Lead,0.1679,93 C/7,30/4/14,29/4/15,2014-04-30,2015-04-29,"Shan
(South), Ywangan, Theingon",Shan, Ywangan, Theingon
0085/2014,"Wunpyae Mining Co.,Ltd",Exploration,Lead,0.2003,93 C/7,5/7/14,5/6/15,2014-07-05,2015-06-05,"Shan
(South), Ywangan, Theingon",Shan, Ywangan, Theingon
0088/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (899824, 902823, 902816, 899815)",14/5/14,13/5/15,2014-05-14,2015-05-13,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye
0102/2014,"Sai Khan Naw Mining Co.,Ltd",Exploration,Lead,0.1821,"93 H/9 - (193285, 198285, 198280, 193280)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan
(South), Loi-Lin, Taungout",Shan, Loi-Lin, Taungout
0103/2014,"Sai Khan Naw Mining Co.,Ltd",Exploration,Lead,0.1821,"93 H/9 - (187278, 192278, 192273, 187273)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan
(South), Loi-Lin, Taungout",Shan, Loi-Lin, Taungout
0104/2014,"Sai Khan Naw Mining Co.,Ltd",Exploration,Lead,0.1821,"93 H/9 - (187271, 192271, 192266, 187266)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan
(South), Loi-Lin, Taungout",Shan, Loi-Lin, Taungout
0105/2014,"Sai Khan Naw Mining Co.,Ltd",Exploration,Lead,0.1821,"93 H/9 - (193267, 198267, 198262, 193262)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan
(South), Loi-Lin, Taungout",Shan, Loi-Lin, Taungout
0106/2014,"Sai Khan Naw Mining Co.,Ltd",Exploration,Lead,0.1821,"93 H/9 - (186265, 191265, 191260, 186260)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan
(South), Loi-Lin, Taungout",Shan, Loi-Lin, Taungout
0107/2014,"Sai Khan Naw Mining Co.,Ltd",Exploration,Lead,0.1821,"93 H/9 - (180249, 185249, 185244, 180244)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Shan
(South), Loi-Lin, Taungout",Shan, Loi-Lin, Taungout
0108/2014,"Sunny Globel Manufacturing 
Co.,Ltd",Exploration,Lead,0.2003,93 C/7,28/5/14,27/5/15,2014-05-28,2015-05-27,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye
0109/2014,"Sunny Globel Manufacturing 
Co.,Ltd",Exploration,Lead,0.2003,93 C/7,28/5/14,27/5/15,2014-05-28,2015-05-27,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye
0110/2014,"Sunny Globel Manufacturing 
Co.,Ltd",Exploration,Lead,0.2003,93 C/7,28/5/14,27/5/15,2014-05-28,2015-05-27,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye
0027/2014,"Hlan Wan Mining Co.,Ltd",Exploration,Coal,0.2003,"93 G/13 - (653635, 657635, 657630, 653630)",6/11/14,6/10/15,2014-11-06,2015-10-06,"Shan
(South), kyethi, konemit",Shan, kyethi, konemit
0028/2014,"Hlan Wan Mining Co.,Ltd",Exploration,Coal,0.2003,"93 G/13 - (650628, 653625, 650622, 647624)",6/11/14,6/10/15,2014-11-06,2015-10-06,"Shan
(South), kyethi, konemit",Shan, kyethi, konemit
0031/2014,"Triple A Cement Co.,Ltd",Exploration,Linestone,0.255,"93 C/7 - (841020, 845018, 840013, 836016)",18/6/14,17/6/15,2014-06-18,2015-06-17,"Shan
(South), Ywangan , Kanyoetang",Shan, Ywangan , Kanyoetang
032/2014,"Hein Myitta Mining Co.,Ltd",Exploration,Coal,0.2003,"93 G/10 - (239110, 242110, 242103, 239103",24/7/14,23/7/15,2014-07-24,2015-07-23,"Shan
(South), Mong-Kine, Wun Lway",Shan, Mong-Kine, Wun Lway
033/2014,"Hein Myitta Mining Co.,Ltd",Exploration,Coal,0.2003,"93 G/10 - (242110, 246110, 246103, 242103)",24/7/14,23/7/15,2014-07-24,2015-07-23,"Shan
(South), Mong-Kine, Wun Lway",Shan, Mong-Kine, Wun Lway
034/2014,"Pyae Aung Hein Co.,Ltd",Exploration,Coal,0.2003,"93 G/10 - (239117, 242117, 242110, 239110)",24/7/14,23/7/15,2014-07-24,2015-07-23,"Shan
(South), Mong-Kine, Wun Lway",Shan, Mong-Kine, Wun Lway
035/2014,"Pyae Aung Hein Co.,Ltd",Exploration,Coal,0.2003,"93 G/10 - (242117, 246117, 246110, 242110)",24/7/14,23/7/15,2014-07-24,2015-07-23,"Shan
(South), Mong-Kine, Wun Lway",Shan, Mong-Kine, Wun Lway
0122/2014,"Sunny Globel Manufacturing 
Co.,Ltd",Exploration,Lead,0.2003,93 C/7,30/7/14,29/7/15,2014-07-30,2015-07-29,"Shan
(South), Ywangan , Sankangyi",Shan, Ywangan , Sankangyi
0123/2014,"Pyae Lyan Paing Mining Co.,Ltd",Exploration,Lead,0.2003,"93 D/13 - (387442, 391442, 391437, 387437)",8/6/14,8/5/15,2014-06-08,2015-05-08,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
042/2014,Shan Tiger King Mining,Exploration,Coal,0.2003,"93 G/12 - (205640, 210640, 210645, 205645)",9/3/14,9/2/15,2014-03-09,2015-02-09,"Shan
(South), Pin-Lon, Naunghlaing",Shan, Pin-Lon, Naunghlaing
0139/2014,"Good Plus Star Mining Co.,Ltd",Exploration,Lead,0.2003,"93 D/13 - (397273, 362275, 364270, 359268)",24/9/14,23/9/15,2014-09-24,2015-09-23,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0131/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (898813, 903816, 905812, 900810)",9/10/14,9/9/15,2014-10-09,2015-09-09,"Shan
(South), Ywangan , Htoathtoye",Shan, Ywangan , Htoathtoye
0132/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (900809, 905811, 906806, 901805",9/10/14,9/9/15,2014-10-09,2015-09-09,"Shan
(South), Ywangan , Htoathtoye",Shan, Ywangan , Htoathtoye
0135/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (927786, 933786, 935782, 930782)",24/9/14,23/9/15,2014-09-24,2015-09-23,"Shan
(South), Ywangan , Htoathtoye",Shan, Ywangan , Htoathtoye
0136/2014,"Shwe Tike Aung Minig Co.,Ltd",Exploration,Lead,0.2003,"93 C/7 - (936782, 942782, 942778, 936778)",24/9/14,23/9/15,2014-09-24,2015-09-23,"Shan
(South), Ywangan , Htoathtoye",Shan, Ywangan , Htoathtoye
0149/2014,"Htee Nay Kywel Co.,Ltd",Exploration,Lead,0.2003,"93 E/9 - (264046, 269046, 269041, 264041)",10/9/14,10/8/15,2014-09-10,2015-08-10,"Shan
(South), Mukme, Kadu",Shan, Mukme, Kadu
0137/2014,"Good Plus Star Mining Co.,Ltd",Exploration,Lead,0.2003,"93 D/13 - (392449, 397449, 397444, 392444)",24/9/14,23/9/15,2014-09-24,2015-09-23,"Shan
(South), Kalaw, Bawsaing ",Shan, Kalaw, Bawsaing 
0138/2014,"Good Plus Star Mining Co.,Ltd",Exploration,Lead,0.2003,"93 D/13 - (393443, 398443, 398438, 393438)",24/9/14,23/9/15,2014-09-24,2015-09-23,"Shan
(South), Kalaw, Bawsaing ",Shan, Kalaw, Bawsaing 
0166/2014,"Sai Khan Naw Mining Co.,Ltd",Exploration,Coal,1.9425,93 H/ 9,"17/12/2014
17/12/2015","16/12/2015
16/12/2016",,,"Shan
(South), Nansan, Naungphomee",Shan, Nansan, Naungphomee
0165/2014,"Aung & Saw Family Mining 
Co.,Ltd",Exploration,Lead,0.2003,93 D/13,17/12/14,16/12/15,2014-12-17,2015-12-16,"Shan
(South), Kalaw, Bawsaing ",Shan, Kalaw, Bawsaing 
008/23015,"Hein Myitta Mining Co.,Ltd",Exploration,Coal,1.4245,93 D/13,15/1/15,14/1/17,2015-01-15,2017-01-14,"Shan
(South), Mongkai",Shan, Mongkai,
082/2014,"Nay Win Yaung Chi Mining Co,Ltd",Exploration,Coal,0.0324,"93 D/15 - (333609, 332605, 331605, 332609)",24/12/14,23/12/15,2014-12-24,2015-12-23,"Shan
(South),Pinlaung",Shan,Pinlaung,
009/2015,"Model Industrial Co.,Ltd",Exploration,Baryte,0.17,93 C/7,21/1/15,20/1/16,2015-01-21,2016-01-20,"Shan
(South), Ywangan , Htoathtoye",Shan, Ywangan , Htoathtoye
010/2015,"Model Industrial Co.,Ltd",Exploration,Baryte,0.1036,93 C/7,21/1/15,20/1/16,2015-01-21,2016-01-20,"Shan
(South), Ywangan , Htoathtoye",Shan, Ywangan , Htoathtoye
011/2015,"Model Industrial Co.,Ltd",Exploration,Baryte,0.0732,93 C/7,21/1/15,20/1/16,2015-01-21,2016-01-20,"Shan
(South), Ywangan , Htoathtoye",Shan, Ywangan , Htoathtoye
010/2015,"Malikha Yadanar Co.,Ltd",Exploration,Lead,0.2023,93 C/7,21/1/15,20/1/16,2015-01-21,2016-01-20,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing
0020/2015,"Taw Win Kya Phu Mining Co.,Ltd",Exploration,Coal,2.0607,93 H/ 9,2/11/15,2/10/17,2015-11-02,2017-10-02,"Shan
(South), Nansan, Kholan",Shan, Nansan, Kholan
044/2015,"Ngwe ye Pale Mining Co.,Ltd",Exploration,Coal,0.4047,93 H/ 13,26/2/15,25/2/16,2015-02-26,2016-02-25,"Shan
(South), Loi-Lin, Mongkai",Shan, Loi-Lin, Mongkai
0042/2015,"Htoo International Co.,Ltd",Exploration,Gypsum,0.5017,93 H/ 9,26/2/15,25/2/16,2015-02-26,2016-02-25,"Shan
(South), Mukme, Nam Lat",Shan, Mukme, Nam Lat
0043/2015,"Htoo International Co.,Ltd",Exploration,Gypsum,0.3762,93 H/ 9,26/2/15,25/2/16,2015-02-26,2016-02-25,"Shan
(South), Mukme, Nam Lat",Shan, Mukme, Nam Lat
0046/2015,Shan Tiger King Mining,Exploration,Coal,0.2003,93 G /12,3/5/15,3/4/16,2015-05-03,2016-04-03,"Shan
(South), Pin Lon, Naung Hlaing",Shan, Pin Lon, Naung Hlaing
0027/2015,Shan Tiger King Mining,Exploration,Coal,0.2003,93 G /12,3/5/15,3/4/16,2015-05-03,2016-04-03,"Shan
(South),Pin Lon, Naung Hlaing",Shan,Pin Lon, Naung Hlaing
0024/2015,"Mega Banner Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,94 A/ 14,26/2/15,25/2/16,2015-02-26,2016-02-25,"Shan
(South), Pekhon, Thikyeik",Shan, Pekhon, Thikyeik
0025/2015,"Mega Banner Mining Co.,Ltd",Exploration,Tin-Tungstem,0.2003,94 A/ 14,26/2/15,25/2/16,2015-02-26,2016-02-25,"Shan
(South), Pekhon, Thikyeik",Shan, Pekhon, Thikyeik
